id,reference_code,description,value,is_active,created_at,updated_at,created_by_user_id,updated_by_user_id
ed54fc0a-7025-48d2-988d-560aafff3332,2772,Interesse no Produto Ref: 2772,68505.85,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
377a15b6-4094-4848-afb6-0fa902cfae1e,9170,Interesse no Produto Ref: 9170,75825.88,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
000f46f2-cec2-46c3-97f8-f7ad95b9a461,3100,Interesse no Produto Ref: 3100,145885.73,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
bb6768dd-7426-4d5f-a451-2481c3956978,9265,Interesse no Produto Ref: 9265,65586.07,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
6ad4977b-683f-428a-bf61-da84ba086a92,5935,Interesse no Produto Ref: 5935,156137.25,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
6fc2412a-da92-43e6-849a-5bdcaa67d1e9,4794,Interesse no Produto Ref: 4794,89880.81,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
17a102f3-dcd7-4dd1-9e14-84881d31e727,4458,Interesse no Produto Ref: 4458,95913.02,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
62e17820-844b-496e-a8e5-6f3743005e6d,1061,Interesse no Produto Ref: 1061,74480.50,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
3aa4349f-08b7-4a8d-842f-067012b48985,1027,Interesse no Produto Ref: 1027,45285.79,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
1e1aa1e0-4a5d-424c-a07d-69042994b0bb,6119,Interesse no Produto Ref: 6119,52673.46,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
2a7c4b8f-766c-4204-b2d4-2b70b446e4bd,7832,Interesse no Produto Ref: 7832,34585.24,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
54b7f223-eee9-4c6e-865d-ba3c6d61b725,2047,Interesse no Produto Ref: 2047,53762.38,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5a388fa9-e471-4db4-8282-dee6cbdb95ef,8764,Interesse no Produto Ref: 8764,83856.76,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
89bec8fc-014e-4dda-890a-008f787bd49a,8363,Interesse no Produto Ref: 8363,75265.39,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
2ed2ddb9-c6bc-484a-883d-6b273a9e08a3,7473,Interesse no Produto Ref: 7473,81165.04,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
3b6fbff4-d2eb-4472-8189-e7921bfa85ab,2746,Interesse no Produto Ref: 2746,186078.11,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
1e09a6a7-5856-46e4-84a9-e946aacf79ac,9290,Interesse no Produto Ref: 9290,50408.50,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
12ed5ee6-9ec3-49c8-ac73-05f9d56c45b1,8013,Interesse no Produto Ref: 8013,50451.31,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
40ef2aaa-0db5-465e-bc0e-4df18c1de0f9,7285,Interesse no Produto Ref: 7285,175088.03,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5a6f3ff1-7a85-4875-91a3-312adc50a1d8,7009,Interesse no Produto Ref: 7009,134018.21,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
b062591c-3ce0-486c-8fac-41f99d42a7eb,1121,Interesse no Produto Ref: 1121,77391.18,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
ef53c646-022c-45a0-b6bb-3f3ad929b9ba,1530,Interesse no Produto Ref: 1530,60130.81,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
68f41df5-ea8b-4f93-a2fb-6a4aa5a27461,4419,Interesse no Produto Ref: 4419,187585.42,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
576902e0-9504-4a23-a50d-09d41633ef12,3831,Interesse no Produto Ref: 3831,98875.55,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
78c2a6da-53a7-4c18-b3d5-b54f97f1c80b,5597,Interesse no Produto Ref: 5597,45230.45,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
c9765430-9d32-45f3-80f6-5f3e10dcbbd9,6439,Interesse no Produto Ref: 6439,56115.56,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
bb81bae2-57af-43a5-9402-6eb20a7ddb10,5863,Interesse no Produto Ref: 5863,93666.93,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
669f53e0-64e2-4f87-b54b-fbef5feb0c95,5928,Interesse no Produto Ref: 5928,160897.41,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
cf979db2-0d56-48c9-8011-e260acc5f586,8295,Interesse no Produto Ref: 8295,41217.42,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
1cc48585-feed-4c2a-94f4-a4a965ab9028,4769,Interesse no Produto Ref: 4769,46181.37,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
9d3055da-83a3-4f42-9131-013acb441562,9673,Interesse no Produto Ref: 9673,191849.43,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
3d159f27-c1eb-4fe5-bd30-d189b28189c4,9362,Interesse no Produto Ref: 9362,132416.28,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
e711c120-a39f-4757-84de-9b20681e3f96,5465,Interesse no Produto Ref: 5465,33356.03,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
445f68a0-86d3-4ff1-ba56-5efee1db2650,2127,Interesse no Produto Ref: 2127,95149.00,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
80ffd3a2-ee8c-4004-b476-522d1705d3e1,5584,Interesse no Produto Ref: 5584,69578.85,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
a86205fa-09be-4a3e-be28-c27ad85386a8,9277,Interesse no Produto Ref: 9277,56340.29,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
bf93f034-a62a-462e-a1b4-60696cbe54e9,8495,Interesse no Produto Ref: 8495,32569.60,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
eb152c70-82e7-4b50-b6d3-4448422949d3,1451,Interesse no Produto Ref: 1451,92641.11,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
dd18b629-0887-49e7-b00f-92e182488e38,6603,Interesse no Produto Ref: 6603,176583.68,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
625c422a-56e1-40e9-b78f-e66abe986b82,4671,Interesse no Produto Ref: 4671,49792.52,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
02f7687e-e327-43c8-a4ea-0b1be20e1d16,4511,Interesse no Produto Ref: 4511,116513.53,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5d6c784a-b349-44c4-b1a8-5292bdfd67fc,8569,Interesse no Produto Ref: 8569,187243.43,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
d484ebd3-00cd-4847-b70d-fe9580479974,2378,Interesse no Produto Ref: 2378,98574.55,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
0ce6dbc6-71f0-47d0-9838-4b5e671a6655,5918,Interesse no Produto Ref: 5918,175526.76,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
99a98c4e-8708-4613-916b-c6b37deca931,9032,Interesse no Produto Ref: 9032,120115.91,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
b7940da2-1b05-48f4-936a-0ec509266610,1418,Interesse no Produto Ref: 1418,75960.29,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
99864f90-aedd-4d52-8c07-89c4a2bbe7f5,1838,Interesse no Produto Ref: 1838,164988.16,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
bc79e9ec-dede-4d76-9345-49447391a56c,7139,Interesse no Produto Ref: 7139,95984.66,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
b2aafb35-b5e3-4d89-b42b-d22988a223b0,6235,Interesse no Produto Ref: 6235,64841.05,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
3a435e05-ac0e-4136-bbdb-83c03298ac7e,2882,Interesse no Produto Ref: 2882,31920.78,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
2b877811-ad64-4f4d-9c99-08566fedc23c,4401,Interesse no Produto Ref: 4401,47649.26,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
c55b2c5d-4877-411e-9ea8-245bd71040b5,8057,Interesse no Produto Ref: 8057,47653.20,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
c2420d3c-057d-4c87-8682-bc653f19a724,2514,Interesse no Produto Ref: 2514,32129.79,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5dfc55da-0285-432b-a2e9-03378cc95f96,5426,Interesse no Produto Ref: 5426,105888.32,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
c6add310-7447-4a73-a552-c1f788ca3d53,6347,Interesse no Produto Ref: 6347,57162.60,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
b0d6e607-414e-45b2-a0f1-c510828b7677,3873,Interesse no Produto Ref: 3873,62835.22,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
3677da4b-6eb2-4301-aa59-34cda37f216a,3419,Interesse no Produto Ref: 3419,38354.32,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
54829e0e-2ce1-486c-a984-4f4ec182377b,5906,Interesse no Produto Ref: 5906,68570.26,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
c0ee8a37-e688-4d1b-a7f0-17e78a5d5af3,2039,Interesse no Produto Ref: 2039,51700.58,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
cd71d2df-b5cb-4cef-ad28-54b4265b573f,8039,Interesse no Produto Ref: 8039,157621.59,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
79bfa709-dbaf-4526-8075-4e9436139cf5,7886,Interesse no Produto Ref: 7886,53538.58,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
1ee08e9c-1a3f-4488-8309-be0639d2ef3f,7199,Interesse no Produto Ref: 7199,67617.21,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5de3bd65-0400-456a-9c00-e455a5839c0f,5326,Interesse no Produto Ref: 5326,49769.48,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
00b2c211-17e0-40d8-b58f-9dec64f39cdf,4392,Interesse no Produto Ref: 4392,76943.72,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
98f9f846-bdea-453b-b6bb-c39a58fab9d5,2709,Interesse no Produto Ref: 2709,94553.61,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
2cd06b77-723b-4ff5-b811-5176cc736135,3305,Interesse no Produto Ref: 3305,50200.94,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
4099aa44-7ec3-4966-9144-2793e2b53711,5987,Interesse no Produto Ref: 5987,109842.69,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
bcd77e9b-aa72-4f2d-b130-2cad822f79a0,2768,Interesse no Produto Ref: 2768,89128.82,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
3f5a7a52-3698-4236-b63a-bb615904e91a,9173,Interesse no Produto Ref: 9173,37459.69,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5358c879-ed9a-47bf-adb5-2c0e2a10bfd4,5133,Interesse no Produto Ref: 5133,46088.57,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
8f2f3add-e50c-4012-82ed-4e702a10c43a,9044,Interesse no Produto Ref: 9044,42656.45,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
d82b2c62-a00a-4fa7-83a6-4366a75df697,5275,Interesse no Produto Ref: 5275,78505.66,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
320013de-bfe6-4eec-b6e7-14972b6af740,5792,Interesse no Produto Ref: 5792,43293.92,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
9cc6aab0-208b-451f-b603-6290b9ec112c,1238,Interesse no Produto Ref: 1238,109791.77,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
0f36a473-b68f-4e99-916f-d7ccd9222a3d,8580,Interesse no Produto Ref: 8580,199928.25,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
120ca2cd-d411-4ded-9876-1b017680154a,1405,Interesse no Produto Ref: 1405,59069.89,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
10fd4d5b-b832-41c8-803a-3cd4268dd437,8609,Interesse no Produto Ref: 8609,34989.33,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
af3ecfc0-5665-4600-a8d2-477726a8a3bd,3152,Interesse no Produto Ref: 3152,79254.86,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
999634d2-ac5b-4014-bbe8-7142d9213aa1,4291,Interesse no Produto Ref: 4291,96097.81,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
99ea061e-9862-43a3-9e10-901c60061411,7369,Interesse no Produto Ref: 7369,41369.19,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
ee172de4-72af-4143-997a-eaa8f28d27f6,9604,Interesse no Produto Ref: 9604,70608.86,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
4284f73d-2eed-487c-8b38-e9be32033ec0,8581,Interesse no Produto Ref: 8581,71410.68,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
70e1e67e-a8f9-4e9c-8c92-c3d34aa92d79,8564,Interesse no Produto Ref: 8564,195731.81,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
d476ca65-8786-465a-997c-995700e4a2da,7598,Interesse no Produto Ref: 7598,166187.47,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
6cb6e741-0a09-4744-af36-39c22d0f69ab,4345,Interesse no Produto Ref: 4345,66192.72,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
e409fb1a-f64a-4b51-bdef-4c2ceef014da,7890,Interesse no Produto Ref: 7890,68708.82,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
733314d6-0f3a-4530-b56b-52286554b476,5513,Interesse no Produto Ref: 5513,47375.41,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
edbbc45f-072c-41e4-be46-82ed90017814,1426,Interesse no Produto Ref: 1426,106096.70,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
4591666e-7559-451b-b631-1dbde0487233,9654,Interesse no Produto Ref: 9654,62287.55,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
87f810f8-2883-4996-b8fd-62d9f3083f6f,9306,Interesse no Produto Ref: 9306,147679.37,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
140aea35-1c4f-45b0-a5ed-7ec4b9231f89,5930,Interesse no Produto Ref: 5930,115744.12,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
ee0b7afd-c5be-4891-b087-12b4fda307ec,6967,Interesse no Produto Ref: 6967,108012.07,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
b689bea6-ab9d-4f41-9736-9fa3fea68541,4659,Interesse no Produto Ref: 4659,32055.64,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
32611159-5ebe-44c9-b503-7e70e150b9be,2447,Interesse no Produto Ref: 2447,50256.38,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
c2cea8de-f523-4877-afb6-041d53a7d81c,5155,Interesse no Produto Ref: 5155,42113.27,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
75da2ee3-35a9-47c2-a72c-8c55e87bc22a,8125,Interesse no Produto Ref: 8125,124622.29,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
619999b6-89f5-4d22-8d85-0eefc6541e09,7045,Interesse no Produto Ref: 7045,103975.13,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
d0fb67f6-e2c6-4d89-a1b8-82eb2e55dfb8,8571,Interesse no Produto Ref: 8571,42576.75,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
f29aebbf-9dc8-4a30-8452-0c420607f2db,9898,Interesse no Produto Ref: 9898,156523.13,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
15164f2e-bb8c-426a-a45a-73881ae69591,1680,Interesse no Produto Ref: 1680,97388.32,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
0f7f7ea1-3125-488c-a3e8-60fd306ad6af,5282,Interesse no Produto Ref: 5282,50091.78,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
db4acd8d-2d6f-4f1d-afe4-4c32b4cadb01,8348,Interesse no Produto Ref: 8348,69548.20,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
a54e4233-35ef-4559-9092-882cfba90145,9538,Interesse no Produto Ref: 9538,65236.00,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
f5156b9d-4670-4b51-9d8f-c10fd959b345,2968,Interesse no Produto Ref: 2968,130000.41,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5fce32e5-04ca-4ee3-af7b-c5781f710d08,8541,Interesse no Produto Ref: 8541,97160.80,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
0cc3482b-f29e-4869-a0af-504597a497de,1335,Interesse no Produto Ref: 1335,30279.46,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
d047cbac-533c-4fd1-a286-eee49e048cbc,5587,Interesse no Produto Ref: 5587,199845.45,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
ddbb5e89-cd5a-4e30-8ddf-865ebd595d1e,4367,Interesse no Produto Ref: 4367,32197.82,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
f9641844-96f1-4342-b8c6-17bcec357935,3790,Interesse no Produto Ref: 3790,45176.54,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
16589be3-e35a-436b-87d7-8df371fbe755,3283,Interesse no Produto Ref: 3283,57997.78,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
5f3d8b3f-2293-4ccd-947b-adc42309cb97,3410,Interesse no Produto Ref: 3410,56378.11,True,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,,
