id,source,status,is_active,customer_id,team_id,attendant_id,interest_item_id,created_at,updated_at,created_by_user_id,updated_by_user_id
8431811c-e834-4aa5-98c3-92c759705d44,WhatsApp,new,True,d0fb6e42-e1e2-4cdc-8a7e-f9d007dd758b,,,7eb4def5-3ed8-4b5b-b358-e0025fe301c7,2025-12-13 22:03:35,2025-12-13 22:03:35,,
fe7ed8bc-fda1-4f09-b7d9-7352b0098a6b,Instagram,new,True,3a012d01-8f6a-4c7f-88aa-d2f221e0090f,,,d9026252-e04d-4327-b2ab-280aefd5c8f1,2025-05-05 07:58:35,2025-05-05 07:58:35,,
829b7518-7553-4690-a35c-eb1eec5f4d35,Mercado Livre,new,True,cea87339-3e2a-4bcb-bb52-3c19028191ca,,,55434ecc-1be5-40e7-9e4d-a026177b648e,2025-04-13 14:24:35,2025-04-13 14:24:35,,
7738201d-90c3-48bc-97bb-6853bdf53f6a,Mercado Livre,new,True,f133972f-4d45-48dd-9ee4-6c6cb49744c6,,,1836b5b7-9216-40fb-b10b-f09b922b5ad0,2025-04-20 18:06:35,2025-04-20 18:06:35,,
4070cf38-8a0c-4005-9db4-5a2b8a2690f3,Mercado Livre,new,True,a1cc1fdc-3f10-4862-a622-65781408e6cd,,,74b1d362-5c0d-400f-b0f3-ff9dc31f31be,2025-10-17 07:10:35,2025-10-17 07:10:35,,
80e18735-0162-4c47-ae4f-cdd4e9e1fac6,Loja Física,new,True,f5333f21-f0ef-4122-a06c-fe127dc39330,,,6c877af4-e747-44d5-ac75-a3811c462e4d,2025-06-08 13:39:35,2025-06-08 13:39:35,,
eb45847a-39c2-4d5d-9049-c4d5efc028af,Indicação,new,True,7d669bd0-43bb-4d93-8992-822d32327f2d,,,9194b74b-e794-42f9-a523-60aed1dc536f,2025-04-23 05:46:35,2025-04-23 05:46:35,,
1e3aaecb-2721-4876-a07b-8b64f9e26489,Indicação,new,True,e3aab414-621b-42fe-b047-1cde75b9db6b,,,8c59f44f-0611-4c16-8494-cfec90c5897c,2026-03-20 22:55:35,2026-03-20 22:55:35,,
a1fec3f9-ee51-4fa8-a94e-cdfc59cb85f4,Indicação,new,True,6fafa215-a00f-4d3b-937f-a9c69da2d67d,,,a09f7c92-f840-464e-a549-53dc17c0868b,2025-07-03 17:06:35,2025-07-03 17:06:35,,
ffb76474-3b60-496d-aa38-dff7cd6359a1,Loja Física,new,True,24c97268-262c-477f-9177-db15eda514ce,,,c060c7ee-e4c4-4f07-8936-d9dd227a1a1d,2025-12-07 14:55:35,2025-12-07 14:55:35,,
f00e17cd-ecf0-4cfa-8f66-6ef832b2bf37,Facebook,new,True,56c34c30-8a0d-4df0-af62-3b341b58c578,,,69bba60d-0d3c-4e5e-9516-5e4f3fdc88c1,2025-04-28 03:32:35,2025-04-28 03:32:35,,
03b69fbe-f1c2-4352-a3bc-c0299568de32,WhatsApp,new,True,4281c2b6-33d8-4114-8f38-4477d3543e27,,,87afc9ab-9b14-4aba-9888-4bc7ddff975a,2025-11-17 02:15:35,2025-11-17 02:15:35,,
5d742957-bbc2-4b1e-a571-9941d0cb16a5,Facebook,new,True,df787c05-420c-4bc7-8f88-32499b703c69,,,8cf6ac9b-b931-4a2c-b939-1a030e537d24,2025-11-07 15:46:35,2025-11-07 15:46:35,,
3b8556fb-a392-4aa9-9e68-5a81b561836c,Mercado Livre,new,True,526e0628-1c12-47ca-8f0d-2fbf4435a30d,,,77f4942c-aebc-4a55-95a4-3ffa14ded3a2,2025-12-16 12:06:35,2025-12-16 12:06:35,,
156be74d-25a9-4ddf-b7bd-d99a269c94ee,Instagram,new,True,d859c8be-308b-436a-ad27-f08a8206573f,,,13814143-2dc4-4599-8f7c-dbf28a818ffa,2025-06-18 17:53:35,2025-06-18 17:53:35,,
61fdcb70-a1c3-4c8a-a3b3-1c8fb9b5f167,Facebook,new,True,c034e957-e228-40ae-ab13-72bfb989bac7,,,2f4dfb34-7db4-478b-b3d4-d482090fa0b7,2025-06-25 08:49:35,2025-06-25 08:49:35,,
c61913ed-9058-4af8-a0e0-c24b170a363d,Mercado Livre,new,True,4b55f76b-1041-48f8-8ec7-de9e1268c586,,,b0569720-3442-429b-abeb-9702793a26c0,2025-05-07 15:18:35,2025-05-07 15:18:35,,
013ea19c-2b94-467a-b36b-70215a5715fc,Facebook,new,True,606e0b8a-8a85-4452-9ed3-a9a04f8e172a,,,ed54fc0a-7025-48d2-988d-560aafff3332,2025-07-04 19:39:35,2025-07-04 19:39:35,,
8149f27d-4d50-4fa5-a456-0713560f7cf8,Indicação,new,True,1bbfc431-1ab5-4284-8c1e-9ac89c509237,,,377a15b6-4094-4848-afb6-0fa902cfae1e,2025-09-13 11:08:35,2025-09-13 11:08:35,,
db7c23c6-1c93-42d9-8916-6c359ff501fc,WhatsApp,new,True,3da0fad2-6f7e-4719-b9bf-8c4894f7ed9f,,,000f46f2-cec2-46c3-97f8-f7ad95b9a461,2025-03-28 08:48:35,2025-03-28 08:48:35,,
eb44b039-58dc-41f5-94d6-aef1ea93ce92,Indicação,new,True,5a136209-1b12-44dd-a11c-25b5ee73db41,,,bb6768dd-7426-4d5f-a451-2481c3956978,2025-08-03 02:59:35,2025-08-03 02:59:35,,
7160e868-f0e3-46d6-b27b-9eb6df0508d4,Indicação,new,True,6bd83e80-2ed4-466e-8d14-3aed6cda9ab4,,,6ad4977b-683f-428a-bf61-da84ba086a92,2025-07-04 06:17:35,2025-07-04 06:17:35,,
a36e362c-16a8-42db-a18b-de7b99636ae4,Mercado Livre,new,True,f6779fc8-0e6c-4ee6-a904-58f781661d8f,,,6fc2412a-da92-43e6-849a-5bdcaa67d1e9,2025-06-27 21:11:35,2025-06-27 21:11:35,,
164a108b-8f64-4ab1-a877-67bb33e668cb,Instagram,new,True,8ba08f20-78ef-4c10-a7a5-d162f5686072,,,17a102f3-dcd7-4dd1-9e14-84881d31e727,2026-01-04 00:06:35,2026-01-04 00:06:35,,
2f934dfa-6272-4dc9-8734-16bba35fdd1b,Loja Física,new,True,5031369f-dfd0-412f-9058-ea5531549b0d,,,62e17820-844b-496e-a8e5-6f3743005e6d,2025-12-18 14:59:35,2025-12-18 14:59:35,,
6172210f-53b6-472b-b03b-9d409d1482db,Mercado Livre,new,True,fe793e33-62cb-46ae-8a1d-669b1c2c3262,,,3aa4349f-08b7-4a8d-842f-067012b48985,2025-04-08 19:46:35,2025-04-08 19:46:35,,
0014c2fa-38c1-45a2-a65c-34f6c78cf119,Mercado Livre,new,True,026e2217-e991-4502-aab4-4c7c37177b39,,,1e1aa1e0-4a5d-424c-a07d-69042994b0bb,2025-09-05 15:28:35,2025-09-05 15:28:35,,
92bd0dd3-3fc1-474a-a9a3-edc3943a222e,Loja Física,new,True,9903f6ac-8e34-4482-b6fa-63d6ee2bbdab,,,2a7c4b8f-766c-4204-b2d4-2b70b446e4bd,2025-08-29 21:39:35,2025-08-29 21:39:35,,
653ab240-4914-4a1f-b4fc-b8485878ad60,Mercado Livre,new,True,3084efc5-ba1c-4c1a-9c65-49dcfc901b12,,,54b7f223-eee9-4c6e-865d-ba3c6d61b725,2026-01-22 18:42:35,2026-01-22 18:42:35,,
57bc9016-b726-4a3d-ab3e-9d3f631d1d66,Facebook,new,True,6f67bb04-a423-4b66-8ca6-ca739a931982,,,5a388fa9-e471-4db4-8282-dee6cbdb95ef,2026-01-01 14:34:35,2026-01-01 14:34:35,,
3b96c8d2-c948-4aed-87ed-83d76905c2ef,Indicação,new,True,967bc3ae-109d-40b7-9c8e-11b1bda55563,,,89bec8fc-014e-4dda-890a-008f787bd49a,2025-04-13 18:11:35,2025-04-13 18:11:35,,
3c36f9a4-3356-4d2b-aa09-45c4b41eb928,Loja Física,new,True,f9d42d81-bb9d-4c47-b269-933ff37c8584,,,2ed2ddb9-c6bc-484a-883d-6b273a9e08a3,2025-05-08 21:27:35,2025-05-08 21:27:35,,
3188a47f-54c7-4486-82e8-2a47e56ddfe7,Loja Física,new,True,d23f7aae-25a9-4c98-ab0d-0caa6a2e064e,,,3b6fbff4-d2eb-4472-8189-e7921bfa85ab,2025-05-31 16:50:35,2025-05-31 16:50:35,,
ae8d74c6-ce82-46a7-b916-ac277b4b8f59,Facebook,new,True,69f02e4c-a600-4282-b562-545ca2189d32,,,1e09a6a7-5856-46e4-84a9-e946aacf79ac,2025-07-11 03:38:35,2025-07-11 03:38:35,,
f6b5e07c-0110-4ff2-88fc-b344cb2bdbb6,Mercado Livre,new,True,0cb48ee3-c90d-4903-bbc8-4013673d0729,,,12ed5ee6-9ec3-49c8-ac73-05f9d56c45b1,2025-11-13 05:26:35,2025-11-13 05:26:35,,
bf3a6b98-1488-48d9-9dee-929531ca5b5c,Indicação,new,True,c6ba5d11-cb81-47df-906d-f3a92600f69c,,,40ef2aaa-0db5-465e-bc0e-4df18c1de0f9,2025-10-06 13:52:35,2025-10-06 13:52:35,,
538aeffa-1ac3-4366-bfb9-82e32f8fbe03,Mercado Livre,new,True,06b91890-d467-40d7-b87d-46581f50b26b,,,5a6f3ff1-7a85-4875-91a3-312adc50a1d8,2025-07-18 19:33:35,2025-07-18 19:33:35,,
8d353917-87d6-44ae-8363-6bc7800d492b,Facebook,new,True,9cad9af2-f6d2-4922-9bc4-9df6ef1e4112,,,b062591c-3ce0-486c-8fac-41f99d42a7eb,2025-09-15 08:18:35,2025-09-15 08:18:35,,
cb72154c-8871-4124-acae-4c8bf19840cf,WhatsApp,new,True,6bf2154f-df70-4fb0-8789-a8004a2a9628,,,ef53c646-022c-45a0-b6bb-3f3ad929b9ba,2026-02-18 18:30:35,2026-02-18 18:30:35,,
c01b828f-8cee-4cec-bac0-a5d055f98fba,Facebook,new,True,86e2a0a2-11a8-43c1-93fb-13cec98e531d,,,68f41df5-ea8b-4f93-a2fb-6a4aa5a27461,2025-05-18 15:34:35,2025-05-18 15:34:35,,
e3a35be3-b0e6-4274-815f-575c968f07e0,Facebook,new,True,b8041db6-ee33-4056-b17d-4c1ec384c40a,,,576902e0-9504-4a23-a50d-09d41633ef12,2025-08-23 15:57:35,2025-08-23 15:57:35,,
6c189512-1cb4-41e3-947d-e20faacc0f73,Facebook,new,True,02e59b01-484f-4e6c-9653-65a37dc59af2,,,78c2a6da-53a7-4c18-b3d5-b54f97f1c80b,2026-02-06 17:56:35,2026-02-06 17:56:35,,
86c20b9f-1879-422a-a934-19aa7929ac7a,Mercado Livre,new,True,4cf25785-05e9-4ad1-b223-ae6d46120be5,,,c9765430-9d32-45f3-80f6-5f3e10dcbbd9,2026-01-05 05:55:35,2026-01-05 05:55:35,,
d3e68233-cc9c-4951-8ea9-4ad31797a5f2,Mercado Livre,new,True,9f81ac67-a828-4691-8cc4-2ab37e93fd0a,,,bb81bae2-57af-43a5-9402-6eb20a7ddb10,2025-06-17 03:18:35,2025-06-17 03:18:35,,
f87a4530-05f7-415e-a5c5-25135e63bb02,WhatsApp,new,True,3069761d-19cc-4cfd-9e89-4f17cb04b975,,,669f53e0-64e2-4f87-b54b-fbef5feb0c95,2026-03-09 03:17:35,2026-03-09 03:17:35,,
ca104cb2-9c07-4b1a-b85d-313d15e5f911,Loja Física,new,True,8e075567-22eb-4c76-b104-c10e7329e1ac,,,cf979db2-0d56-48c9-8011-e260acc5f586,2025-10-04 22:34:35,2025-10-04 22:34:35,,
d474865f-a9d0-4899-a8ae-4371a745934e,Mercado Livre,new,True,21669d93-f7c4-4246-b140-2f3386370b6a,,,1cc48585-feed-4c2a-94f4-a4a965ab9028,2026-02-11 05:21:35,2026-02-11 05:21:35,,
90d9f657-d975-4ad9-b8dc-c66625b94112,WhatsApp,new,True,699e6e2b-274c-4f1d-9b7d-8c93a1b4e2ac,,,9d3055da-83a3-4f42-9131-013acb441562,2026-03-05 01:15:35,2026-03-05 01:15:35,,
c07b3cdb-d9e8-4df3-8149-74d5641e3051,Loja Física,new,True,e4802bf0-9232-4322-bf69-15ba67d2b52c,,,3d159f27-c1eb-4fe5-bd30-d189b28189c4,2025-05-13 21:31:35,2025-05-13 21:31:35,,
45db7af8-7b05-4cb4-acd6-ed360d67ece6,Loja Física,new,True,e83e75b9-adaf-43ef-85ec-47268d88c378,,,e711c120-a39f-4757-84de-9b20681e3f96,2025-05-11 12:14:35,2025-05-11 12:14:35,,
90321092-48c5-4736-b89c-80c7fe7e8800,Indicação,new,True,178b81d1-7a9d-4464-be13-e1d01413024c,,,445f68a0-86d3-4ff1-ba56-5efee1db2650,2025-03-31 17:40:35,2025-03-31 17:40:35,,
62d4236d-d258-4a4e-aa82-9e4047b6cfae,Indicação,new,True,e85f3496-b451-47a9-b30b-5b7ec5c9e46d,,,80ffd3a2-ee8c-4004-b476-522d1705d3e1,2025-04-13 18:49:35,2025-04-13 18:49:35,,
ad7bfa2f-871b-4ff6-89ff-c7f5ad9d0d5a,Mercado Livre,new,True,c1ce7699-e406-4e2b-ae97-606ee7765fa3,,,a86205fa-09be-4a3e-be28-c27ad85386a8,2026-02-17 15:26:35,2026-02-17 15:26:35,,
e579d527-18f5-4fdd-a770-37d7567292a4,Facebook,new,True,7f6c5155-d0fc-4dda-b9ee-7cf4dc6669d1,,,bf93f034-a62a-462e-a1b4-60696cbe54e9,2025-04-30 07:05:35,2025-04-30 07:05:35,,
4265ce37-211c-40a8-b15b-e1e88bbbafd7,WhatsApp,new,True,470785c1-8cf0-440d-9b7b-9560cf37cacf,,,eb152c70-82e7-4b50-b6d3-4448422949d3,2026-01-26 01:03:35,2026-01-26 01:03:35,,
a3d2adf0-702d-4f55-a249-737d36487419,Mercado Livre,new,True,3a266eb7-6a9c-42ab-8ec6-bedc5f1163fe,,,dd18b629-0887-49e7-b00f-92e182488e38,2026-01-15 08:32:35,2026-01-15 08:32:35,,
68372678-5bee-4cc6-b955-f3d72d6430ad,Indicação,new,True,a140d95f-638f-48a6-bd7e-51e4e595b9c9,,,625c422a-56e1-40e9-b78f-e66abe986b82,2025-09-07 02:47:35,2025-09-07 02:47:35,,
a46d6404-c170-4581-a85a-9b15dbdb1354,Instagram,new,True,a10bc1ee-4594-4ebf-bf32-eba2f61d0c7e,,,02f7687e-e327-43c8-a4ea-0b1be20e1d16,2026-01-30 18:29:35,2026-01-30 18:29:35,,
41f77b9c-a6d0-4961-ad04-1522dbe69af7,Indicação,new,True,9de5cd17-de4e-4050-a627-975945e84c30,,,5d6c784a-b349-44c4-b1a8-5292bdfd67fc,2025-08-09 23:22:35,2025-08-09 23:22:35,,
fbbe102f-45ef-4fcd-b01f-5efc20a7192c,Indicação,new,True,b1b7f531-0620-4687-a3ea-2cc6a65e9711,,,d484ebd3-00cd-4847-b70d-fe9580479974,2026-03-20 19:43:35,2026-03-20 19:43:35,,
431baedc-a6da-4ed9-b16a-bd24b3d207bc,Indicação,new,True,01da2a74-f0b0-4e0f-a094-45d0623db9ad,,,0ce6dbc6-71f0-47d0-9838-4b5e671a6655,2025-09-23 05:14:35,2025-09-23 05:14:35,,
c5c1d12e-dacd-4574-b1d4-71408bada2cb,Mercado Livre,new,True,5cebb177-c6e1-4128-956a-99f9abb3d8c5,,,99a98c4e-8708-4613-916b-c6b37deca931,2025-08-03 10:26:35,2025-08-03 10:26:35,,
cc60b7b0-ed60-4577-85d3-e7d8bf2b173f,Indicação,new,True,81254da1-efa7-453a-828f-0ad412e6f4e8,,,b7940da2-1b05-48f4-936a-0ec509266610,2025-12-28 18:00:35,2025-12-28 18:00:35,,
d00fd671-d0a8-4aa7-8f7f-cb76eec8defa,Instagram,new,True,53954d0c-0d94-4156-a524-0c771669bd75,,,99864f90-aedd-4d52-8c07-89c4a2bbe7f5,2025-07-04 02:59:35,2025-07-04 02:59:35,,
96a17379-f177-4c81-a566-49f7a251ff73,Indicação,new,True,addb72f7-bc5f-4677-aac1-96cfa6b87be6,,,bc79e9ec-dede-4d76-9345-49447391a56c,2025-12-27 18:11:35,2025-12-27 18:11:35,,
f665f9dd-fba7-4883-a5e2-bb8336c05bcb,Facebook,new,True,31d02d66-366d-4785-89e7-d6db16ee516b,,,b2aafb35-b5e3-4d89-b42b-d22988a223b0,2025-08-26 01:14:35,2025-08-26 01:14:35,,
db3a08f4-0526-43de-a199-3f7cd88b47a5,Instagram,new,True,15623a92-42f8-4c01-80aa-b9a8d5764021,,,3a435e05-ac0e-4136-bbdb-83c03298ac7e,2025-09-27 03:22:35,2025-09-27 03:22:35,,
0f3dcb0a-7c0c-46d8-885c-67d7e573bf62,Mercado Livre,new,True,b0f5c38b-3d77-4d7b-9e4f-f1bddcf97352,,,2b877811-ad64-4f4d-9c99-08566fedc23c,2025-09-26 22:48:35,2025-09-26 22:48:35,,
da969ad5-0480-44a8-a13d-ef2efff028fc,Mercado Livre,new,True,5785bc1c-c594-4d6c-85ec-c24a238cd414,,,c55b2c5d-4877-411e-9ea8-245bd71040b5,2026-02-10 16:35:35,2026-02-10 16:35:35,,
706dd660-d8fb-4025-be95-e2d9e97076db,WhatsApp,new,True,e42d5a75-4fb9-407b-9e86-4dba34020360,,,c2420d3c-057d-4c87-8682-bc653f19a724,2025-08-23 17:30:35,2025-08-23 17:30:35,,
547ba177-2b85-4306-850f-cb6074eaa9e6,Indicação,new,True,18befc6b-38e3-4446-9fea-ecd762053c56,,,5dfc55da-0285-432b-a2e9-03378cc95f96,2025-11-04 12:59:35,2025-11-04 12:59:35,,
7adf56d1-6cee-429a-81d7-daf33d141c1a,Mercado Livre,new,True,4491f29b-f996-4149-8bff-5265f9aeea77,,,c6add310-7447-4a73-a552-c1f788ca3d53,2025-09-04 02:31:35,2025-09-04 02:31:35,,
61cbe117-c5a4-46f6-9598-1a54c0350708,WhatsApp,new,True,cd61f6dd-3038-4170-af8a-74640daff16d,,,b0d6e607-414e-45b2-a0f1-c510828b7677,2025-10-02 07:53:35,2025-10-02 07:53:35,,
23f62c97-4124-424a-9edd-fc05dde93a4c,Loja Física,new,True,a2f60cc6-52d7-4827-be8a-9ebaac75e930,,,3677da4b-6eb2-4301-aa59-34cda37f216a,2025-04-21 20:20:35,2025-04-21 20:20:35,,
6e6e2123-e2ea-4af7-9ace-b7fd2df4bf3c,Mercado Livre,new,True,7a03c0a3-5377-471d-a606-c3fa175b38e0,,,54829e0e-2ce1-486c-a984-4f4ec182377b,2025-04-27 01:11:35,2025-04-27 01:11:35,,
0167654d-4658-4924-84e9-78930894e58e,WhatsApp,new,True,8d40611d-03bf-4e54-817b-ed9cd0221b9d,,,c0ee8a37-e688-4d1b-a7f0-17e78a5d5af3,2025-09-08 15:15:35,2025-09-08 15:15:35,,
c725c745-12be-424c-b9c7-827c846ce023,Indicação,new,True,534e72df-1f8d-4fa9-85b2-998b8cd57b52,,,cd71d2df-b5cb-4cef-ad28-54b4265b573f,2025-03-28 17:40:35,2025-03-28 17:40:35,,
82450ed1-0bde-4953-b392-60c4e55890ac,Instagram,new,True,0fc4a7af-2930-4191-998c-b459e964b8c0,,,79bfa709-dbaf-4526-8075-4e9436139cf5,2025-12-31 18:51:35,2025-12-31 18:51:35,,
656a4e16-95ed-43bc-96fa-5f0c6c61c2dc,Mercado Livre,new,True,c15e7ef6-5b39-4906-b737-3456b2898e8b,,,1ee08e9c-1a3f-4488-8309-be0639d2ef3f,2025-10-30 00:38:35,2025-10-30 00:38:35,,
fb53690b-b4db-4a43-8eab-effd20d9ee43,Facebook,new,True,70881fc6-83cb-433b-a7ac-b9aec70a103a,,,5de3bd65-0400-456a-9c00-e455a5839c0f,2025-10-03 06:53:35,2025-10-03 06:53:35,,
06506593-d3a6-4a48-bf9d-5079bd0f998d,WhatsApp,new,True,f1837f32-d2c9-40a5-909e-e98a4730b25a,,,00b2c211-17e0-40d8-b58f-9dec64f39cdf,2025-10-13 18:37:35,2025-10-13 18:37:35,,
29579cd8-15c7-4ef6-9185-dc9e79210ab3,Instagram,new,True,28a66dcf-650e-4064-9101-ead026c5c583,,,98f9f846-bdea-453b-b6bb-c39a58fab9d5,2026-02-14 03:02:35,2026-02-14 03:02:35,,
91015570-73aa-4295-8376-d559c5a7284d,Indicação,new,True,6b54605f-5c58-499e-a6f9-a01c9480b46f,,,2cd06b77-723b-4ff5-b811-5176cc736135,2025-09-29 20:35:35,2025-09-29 20:35:35,,
04994420-5ec4-4342-a7b7-74373c9e0698,Facebook,new,True,88e30665-e648-457f-b850-6139507d3758,,,4099aa44-7ec3-4966-9144-2793e2b53711,2026-02-28 04:12:35,2026-02-28 04:12:35,,
680cf3d1-3e4b-46ee-a199-72ef4bc7a580,Indicação,new,True,43b764ca-4609-498f-924a-20a82b5c5fa1,,,bcd77e9b-aa72-4f2d-b130-2cad822f79a0,2025-06-29 21:17:35,2025-06-29 21:17:35,,
79d32320-0985-458e-a075-e8c30dc3d8cc,Mercado Livre,new,True,b549ec66-b598-44f8-916c-8129ebc83aa0,,,3f5a7a52-3698-4236-b63a-bb615904e91a,2025-08-10 19:45:35,2025-08-10 19:45:35,,
