id,team_id,lead_id,customer_id,attendant_id,created_at,updated_at,created_by_user_id,updated_by_user_id
7ffa5738-334c-476c-ac05-574252627b6e,cec0313d-2230-499a-b971-886f2d19430e,d2a8f1b1-8933-46fa-8157-add93ec44a37,b8f21d67-92b1-4b02-8603-c5ba8f185c14,633cbc47-1bb8-4804-8f7e-946a1ac2c844,2026-02-28 03:11:35,2026-03-04 06:41:35,,
ecfa7597-758b-4651-a123-333a7514fc33,cec0313d-2230-499a-b971-886f2d19430e,f6899f54-aca6-445a-91a6-f99754a82a8e,40943ce2-cf6a-41d3-893f-709e784c5636,633cbc47-1bb8-4804-8f7e-946a1ac2c844,2025-10-14 21:00:35,2025-10-22 22:04:35,,
d22ec7b6-a22e-47ca-a576-b2872153b4bc,ed27708f-5641-4644-9bad-33d626208eb6,d3555693-ed6f-496c-8d90-fa8ab80196cb,dfcaf217-00b9-41fa-88c3-03b98756bd51,fa164bc2-b75d-4d8d-bdbe-a86c0f5fb94f,2026-02-22 22:16:35,2026-03-02 22:45:35,,
be5d3c5d-11c8-4fd4-93ef-5065e26fbbd0,cec0313d-2230-499a-b971-886f2d19430e,9b28076c-b1b3-466b-839d-73141cc56321,757207b5-1f1d-4bb5-b241-1cddd336ffad,56476dd6-cf2d-48f1-8830-4139021c75b0,2026-03-18 01:09:35,2026-03-27 01:36:35,,
3a4f5f7a-2cea-4761-ab2c-bd48456ec743,ed27708f-5641-4644-9bad-33d626208eb6,4dfe2b2b-2b1a-46eb-9501-0ce7643b85e3,7bbc73fd-6f6a-4b26-9824-73d88816935a,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,2025-07-13 15:04:35,2025-07-14 15:13:35,,
950bc30a-722c-4e1f-8a46-5a6ddaeafd64,cec0313d-2230-499a-b971-886f2d19430e,3cb7f38d-94f8-44aa-9524-70b99777a3bd,e577066b-bbc3-4f5f-9703-9a96a68c902a,56476dd6-cf2d-48f1-8830-4139021c75b0,2025-11-30 02:25:35,2025-12-13 03:46:35,,
7ef79372-444b-4f7e-bde6-908f50a81b42,272614b2-2d33-46df-8db7-f41cfa6c6258,5501f8a8-d8ac-43f2-ac8a-e96ac90ec41c,2450343f-39e3-4b78-a52b-2fea58538de8,ccb4620b-87d3-4440-b186-0101ae8eb9f4,2025-09-10 16:35:35,2025-09-16 19:45:35,,
e3a4e931-d0d0-4128-a9fd-005ecf2e1129,cec0313d-2230-499a-b971-886f2d19430e,1f412840-ef40-4f12-9011-b3ea910fae80,2dd79122-7ae0-49f0-84c5-9ade852ed609,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,2025-07-03 17:55:35,2025-07-13 19:37:35,,
dc0fd588-43a5-4acc-8167-c73ca5684bf7,cec0313d-2230-499a-b971-886f2d19430e,039c863a-8da4-49a5-969f-0e4b5706f1ed,b1cfabfb-f1cc-4c10-bd22-52231af92af5,1ccc96eb-aadf-4de1-b28f-ff89e5ab53d7,2025-12-18 00:04:35,2025-12-26 00:13:35,,
2f17e666-5a28-4d6c-9ed8-384e7fcc2f8c,cec0313d-2230-499a-b971-886f2d19430e,857dc3f6-4e52-436a-a5f3-37c7c6074827,232b9699-704f-4cb5-b01d-9c1c3c66616d,56476dd6-cf2d-48f1-8830-4139021c75b0,2025-10-14 06:35:35,2025-10-20 07:16:35,,
09331bd6-fcc0-4d6b-99a9-05eb934fb504,cec0313d-2230-499a-b971-886f2d19430e,d46d35c4-adc0-4e80-92db-74543fb91ebf,1eb6c38d-2da0-4acc-a684-cc4c728436c2,adececea-5b45-4b98-96d4-ec606fa98f55,2025-05-05 13:52:35,2025-05-14 15:17:35,,
c2d15991-c2de-4ca9-8ea9-b26168b25e30,cec0313d-2230-499a-b971-886f2d19430e,7ac871ab-6f5d-4358-90d2-363c66b09d3a,96034460-d80c-4c23-9e68-210b5d2a19a1,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,2026-03-01 00:37:35,2026-03-07 01:35:35,,
ef365aeb-719c-4c62-9861-6febd15b3943,cec0313d-2230-499a-b971-886f2d19430e,d1bc8807-42aa-4961-ae86-b262022006d7,d6638c75-6436-4f6b-9d31-1554ea6ac97c,2245d796-a6fd-492a-b470-5a40113c4691,2025-10-28 00:37:35,2025-11-11 05:05:35,,
a9945800-2f98-47f0-9634-6665a90fbed2,cec0313d-2230-499a-b971-886f2d19430e,c34b3e99-493e-48bf-956d-489bceedaa3a,0d3dff3d-af73-48d9-8394-4b6474145723,2245d796-a6fd-492a-b470-5a40113c4691,2025-11-02 03:02:35,2025-11-02 06:41:35,,
5498a507-4c1f-4d63-954a-a1a703f46cc3,ed27708f-5641-4644-9bad-33d626208eb6,02194326-02eb-465a-a731-faa17b7bd88a,ccbf8e6f-a684-4550-8e56-9a6d28b8b558,115505ab-1856-4030-9c1f-23c2ce4fa14e,2025-07-09 10:59:35,2025-07-14 15:32:35,,
aa6fa688-c8e4-424d-9e1b-eef004043982,272614b2-2d33-46df-8db7-f41cfa6c6258,6f23cd5c-804a-4885-ba58-47a7009d7a44,b67c51a0-a475-45d9-9354-9b989c3ffcb2,cf499652-92fb-462e-8259-a3b340ff5876,2025-11-22 08:23:35,2025-11-24 09:07:35,,
31ab140f-04bf-4c13-af2e-cf4780dc2b05,272614b2-2d33-46df-8db7-f41cfa6c6258,6cddee7e-296d-4dd1-9f81-26838f923b12,433f79d4-7c31-4eee-82f2-2b6c0cb639c8,ccb4620b-87d3-4440-b186-0101ae8eb9f4,2025-05-11 10:08:35,2025-05-15 12:16:35,,
9bf3ce8c-425c-48e1-a322-e170e40fc396,cec0313d-2230-499a-b971-886f2d19430e,3e2be7f8-39da-408b-8215-0c92de71699b,61210006-999f-4010-8e71-259b1c77b159,2245d796-a6fd-492a-b470-5a40113c4691,2025-05-25 18:02:35,2025-06-08 21:16:35,,
8708651a-9c24-4929-a5d2-af1bdee16de9,272614b2-2d33-46df-8db7-f41cfa6c6258,8431811c-e834-4aa5-98c3-92c759705d44,d0fb6e42-e1e2-4cdc-8a7e-f9d007dd758b,ccb4620b-87d3-4440-b186-0101ae8eb9f4,2025-12-13 22:03:35,2025-12-29 02:58:35,,
be67efd8-4e75-4bb4-b485-70571dce9f98,ed27708f-5641-4644-9bad-33d626208eb6,fe7ed8bc-fda1-4f09-b7d9-7352b0098a6b,3a012d01-8f6a-4c7f-88aa-d2f221e0090f,fa164bc2-b75d-4d8d-bdbe-a86c0f5fb94f,2025-05-05 07:58:35,2025-05-07 11:57:35,,
b50469b5-3577-4870-b8c7-92beca9f5442,ed27708f-5641-4644-9bad-33d626208eb6,829b7518-7553-4690-a35c-eb1eec5f4d35,cea87339-3e2a-4bcb-bb52-3c19028191ca,95d8fcf5-fb21-440a-ae4f-2702688535cf,2025-04-13 14:24:35,2025-04-26 14:54:35,,
d91a82e5-1ed1-4825-a306-d779446e676c,ed27708f-5641-4644-9bad-33d626208eb6,7738201d-90c3-48bc-97bb-6853bdf53f6a,f133972f-4d45-48dd-9ee4-6c6cb49744c6,db44183e-3df4-424a-86e1-d50599fe0756,2025-04-20 18:06:35,2025-04-29 21:53:35,,
d9917f36-ad2f-443f-8a43-3fa72200a690,ed27708f-5641-4644-9bad-33d626208eb6,4070cf38-8a0c-4005-9db4-5a2b8a2690f3,a1cc1fdc-3f10-4862-a622-65781408e6cd,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,2025-10-17 07:10:35,2025-10-25 07:21:35,,
eed82baa-8822-4146-b429-c03215f67c38,ed27708f-5641-4644-9bad-33d626208eb6,80e18735-0162-4c47-ae4f-cdd4e9e1fac6,f5333f21-f0ef-4122-a06c-fe127dc39330,f34cdc8c-9900-4bcc-816e-e39a4b17b41a,2025-06-08 13:39:35,2025-06-12 13:49:35,,
1c295db2-c27d-4de9-86e8-dc28b99314d2,ed27708f-5641-4644-9bad-33d626208eb6,eb45847a-39c2-4d5d-9049-c4d5efc028af,7d669bd0-43bb-4d93-8992-822d32327f2d,3dcab5bf-fc0d-4e07-8b74-cad5832499cd,2025-04-23 05:46:35,2025-04-30 06:08:35,,
af18e139-3a51-43be-9eed-f45f2b80e867,272614b2-2d33-46df-8db7-f41cfa6c6258,1e3aaecb-2721-4876-a07b-8b64f9e26489,e3aab414-621b-42fe-b047-1cde75b9db6b,7a9495b8-31eb-4a96-9090-b89754396492,2026-03-20 22:55:35,2026-03-21 23:31:35,,
ca44f6ae-89d2-4a13-80be-f0d3434fb48b,cec0313d-2230-499a-b971-886f2d19430e,a1fec3f9-ee51-4fa8-a94e-cdfc59cb85f4,6fafa215-a00f-4d3b-937f-a9c69da2d67d,adececea-5b45-4b98-96d4-ec606fa98f55,2025-07-03 17:06:35,2025-07-06 18:58:35,,
8b9ee706-80e7-467d-87f7-f4ae367f2b8b,ed27708f-5641-4644-9bad-33d626208eb6,ffb76474-3b60-496d-aa38-dff7cd6359a1,24c97268-262c-477f-9177-db15eda514ce,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2025-12-07 14:55:35,2025-12-16 16:47:35,,
26bb6cce-64e9-4c9a-9f56-ae5b985944a3,ed27708f-5641-4644-9bad-33d626208eb6,f00e17cd-ecf0-4cfa-8f66-6ef832b2bf37,56c34c30-8a0d-4df0-af62-3b341b58c578,fa164bc2-b75d-4d8d-bdbe-a86c0f5fb94f,2025-04-28 03:32:35,2025-04-29 06:10:35,,
ba823c56-703f-43e9-9f16-388167805ff1,ed27708f-5641-4644-9bad-33d626208eb6,03b69fbe-f1c2-4352-a3bc-c0299568de32,4281c2b6-33d8-4114-8f38-4477d3543e27,95d8fcf5-fb21-440a-ae4f-2702688535cf,2025-11-17 02:15:35,2025-11-21 05:47:35,,
e2a27d2f-ff0e-4ef4-a7be-b9c73d1f6485,ed27708f-5641-4644-9bad-33d626208eb6,5d742957-bbc2-4b1e-a571-9941d0cb16a5,df787c05-420c-4bc7-8f88-32499b703c69,3dcab5bf-fc0d-4e07-8b74-cad5832499cd,2025-11-07 15:46:35,2025-11-15 18:02:35,,
883632cb-1333-442b-a08c-c58f345bf776,272614b2-2d33-46df-8db7-f41cfa6c6258,3b8556fb-a392-4aa9-9e68-5a81b561836c,526e0628-1c12-47ca-8f0d-2fbf4435a30d,7a9495b8-31eb-4a96-9090-b89754396492,2025-12-16 12:06:35,2025-12-31 15:08:35,,
26b2a915-8f82-4aa8-ae0e-a3f293a1710d,ed27708f-5641-4644-9bad-33d626208eb6,156be74d-25a9-4ddf-b7bd-d99a269c94ee,d859c8be-308b-436a-ad27-f08a8206573f,db44183e-3df4-424a-86e1-d50599fe0756,2025-06-18 17:53:35,2025-06-23 21:55:35,,
d4de9571-d06e-4026-b202-a72a853be1fe,ed27708f-5641-4644-9bad-33d626208eb6,61fdcb70-a1c3-4c8a-a3b3-1c8fb9b5f167,c034e957-e228-40ae-ab13-72bfb989bac7,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2025-06-25 08:49:35,2025-07-09 11:59:35,,
849012d7-98d4-4440-9fd1-bead774ff841,272614b2-2d33-46df-8db7-f41cfa6c6258,c61913ed-9058-4af8-a0e0-c24b170a363d,4b55f76b-1041-48f8-8ec7-de9e1268c586,7a9495b8-31eb-4a96-9090-b89754396492,2025-05-07 15:18:35,2025-05-14 20:06:35,,
e6f51c75-d7a9-4a18-ac5b-49b71d5ddce3,cec0313d-2230-499a-b971-886f2d19430e,013ea19c-2b94-467a-b36b-70215a5715fc,606e0b8a-8a85-4452-9ed3-a9a04f8e172a,56476dd6-cf2d-48f1-8830-4139021c75b0,2025-07-04 19:39:35,2025-07-14 20:05:35,,
f3572184-320b-402c-b359-a2d3ab9b436c,272614b2-2d33-46df-8db7-f41cfa6c6258,8149f27d-4d50-4fa5-a456-0713560f7cf8,1bbfc431-1ab5-4284-8c1e-9ac89c509237,ccb4620b-87d3-4440-b186-0101ae8eb9f4,2025-09-13 11:08:35,2025-09-15 12:35:35,,
0e942529-c64d-456a-b6c4-fc03bf97756e,272614b2-2d33-46df-8db7-f41cfa6c6258,db7c23c6-1c93-42d9-8916-6c359ff501fc,3da0fad2-6f7e-4719-b9bf-8c4894f7ed9f,ccb4620b-87d3-4440-b186-0101ae8eb9f4,2025-03-28 08:48:35,2025-04-05 11:28:35,,
587289b2-f14c-4326-8a2c-dc97ae6a765e,ed27708f-5641-4644-9bad-33d626208eb6,eb44b039-58dc-41f5-94d6-aef1ea93ce92,5a136209-1b12-44dd-a11c-25b5ee73db41,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,2025-08-03 02:59:35,2025-08-07 07:08:35,,
b3fb7c31-92f4-4371-a51d-1bd9a2310e2e,272614b2-2d33-46df-8db7-f41cfa6c6258,7160e868-f0e3-46d6-b27b-9eb6df0508d4,6bd83e80-2ed4-466e-8d14-3aed6cda9ab4,7a9495b8-31eb-4a96-9090-b89754396492,2025-07-04 06:17:35,2025-07-04 09:33:35,,
53f4a99a-3050-486a-bc93-cb79434ebed7,ed27708f-5641-4644-9bad-33d626208eb6,a36e362c-16a8-42db-a18b-de7b99636ae4,f6779fc8-0e6c-4ee6-a904-58f781661d8f,95d8fcf5-fb21-440a-ae4f-2702688535cf,2025-06-27 21:11:35,2025-06-27 22:52:35,,
117c2256-4291-45a1-8fc8-40c62a55a57b,ed27708f-5641-4644-9bad-33d626208eb6,164a108b-8f64-4ab1-a877-67bb33e668cb,8ba08f20-78ef-4c10-a7a5-d162f5686072,115505ab-1856-4030-9c1f-23c2ce4fa14e,2026-01-04 00:06:35,2026-01-11 02:55:35,,
f487ff33-a176-4e22-b030-409f5be9ab8b,ed27708f-5641-4644-9bad-33d626208eb6,2f934dfa-6272-4dc9-8734-16bba35fdd1b,5031369f-dfd0-412f-9058-ea5531549b0d,db44183e-3df4-424a-86e1-d50599fe0756,2025-12-18 14:59:35,2025-12-18 18:24:35,,
8391c152-25f5-4515-a95b-e18c31f1759a,ed27708f-5641-4644-9bad-33d626208eb6,6172210f-53b6-472b-b03b-9d409d1482db,fe793e33-62cb-46ae-8a1d-669b1c2c3262,95d8fcf5-fb21-440a-ae4f-2702688535cf,2025-04-08 19:46:35,2025-04-13 23:38:35,,
e47c6fda-7509-4ac5-a84a-31bd3d8df26d,ed27708f-5641-4644-9bad-33d626208eb6,0014c2fa-38c1-45a2-a65c-34f6c78cf119,026e2217-e991-4502-aab4-4c7c37177b39,b63b01a9-2352-4d60-bd91-4dfcb65bebd7,2025-09-05 15:28:35,2025-09-20 18:23:35,,
f3d27ceb-20e8-4d7d-82a9-90d4201734c0,272614b2-2d33-46df-8db7-f41cfa6c6258,92bd0dd3-3fc1-474a-a9a3-edc3943a222e,9903f6ac-8e34-4482-b6fa-63d6ee2bbdab,cf499652-92fb-462e-8259-a3b340ff5876,2025-08-29 21:39:35,2025-09-13 22:12:35,,
806f4e6a-5a7c-4d8a-97d5-6877a3b3c04e,272614b2-2d33-46df-8db7-f41cfa6c6258,653ab240-4914-4a1f-b4fc-b8485878ad60,3084efc5-ba1c-4c1a-9c65-49dcfc901b12,40ee5f89-37d1-4bfa-9c25-981ffbee957f,2026-01-22 18:42:35,2026-01-30 19:24:35,,
13cde517-8419-4a19-a888-ff0d6e4b2b42,272614b2-2d33-46df-8db7-f41cfa6c6258,57bc9016-b726-4a3d-ab3e-9d3f631d1d66,6f67bb04-a423-4b66-8ca6-ca739a931982,7a9495b8-31eb-4a96-9090-b89754396492,2026-01-01 14:34:35,2026-01-12 15:56:35,,
34a95eea-0ca8-4222-97be-482b212956f5,ed27708f-5641-4644-9bad-33d626208eb6,3b96c8d2-c948-4aed-87ed-83d76905c2ef,967bc3ae-109d-40b7-9c8e-11b1bda55563,95d8fcf5-fb21-440a-ae4f-2702688535cf,2025-04-13 18:11:35,2025-04-19 20:01:35,,
550fe341-afb7-4a11-ac26-ee6b876f161e,ed27708f-5641-4644-9bad-33d626208eb6,3c36f9a4-3356-4d2b-aa09-45c4b41eb928,f9d42d81-bb9d-4c47-b269-933ff37c8584,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2025-05-08 21:27:35,2025-05-21 21:44:35,,
73783b1a-a3cc-4583-914d-2449d308b259,ed27708f-5641-4644-9bad-33d626208eb6,3188a47f-54c7-4486-82e8-2a47e56ddfe7,d23f7aae-25a9-4c98-ab0d-0caa6a2e064e,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2025-05-31 16:50:35,2025-06-11 19:50:35,,
f1106be3-4a67-4fcf-91f6-f47b06daa750,cec0313d-2230-499a-b971-886f2d19430e,ae8d74c6-ce82-46a7-b916-ac277b4b8f59,69f02e4c-a600-4282-b562-545ca2189d32,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,2025-07-11 03:38:35,2025-07-25 07:04:35,,
801076e6-85db-43b8-813a-cff0863f443c,272614b2-2d33-46df-8db7-f41cfa6c6258,f6b5e07c-0110-4ff2-88fc-b344cb2bdbb6,0cb48ee3-c90d-4903-bbc8-4013673d0729,ccb4620b-87d3-4440-b186-0101ae8eb9f4,2025-11-13 05:26:35,2025-11-20 08:30:35,,
a7fd62ff-1bb7-47c6-8eb8-dcca8f378e11,cec0313d-2230-499a-b971-886f2d19430e,bf3a6b98-1488-48d9-9dee-929531ca5b5c,c6ba5d11-cb81-47df-906d-f3a92600f69c,1ccc96eb-aadf-4de1-b28f-ff89e5ab53d7,2025-10-06 13:52:35,2025-10-13 18:09:35,,
76033cfc-8702-4e80-bdfb-3c43e63f2562,ed27708f-5641-4644-9bad-33d626208eb6,538aeffa-1ac3-4366-bfb9-82e32f8fbe03,06b91890-d467-40d7-b87d-46581f50b26b,3dcab5bf-fc0d-4e07-8b74-cad5832499cd,2025-07-18 19:33:35,2025-07-20 19:41:35,,
e514d596-7ab0-46eb-b816-95cf519ebaed,ed27708f-5641-4644-9bad-33d626208eb6,8d353917-87d6-44ae-8363-6bc7800d492b,9cad9af2-f6d2-4922-9bc4-9df6ef1e4112,115505ab-1856-4030-9c1f-23c2ce4fa14e,2025-09-15 08:18:35,2025-09-29 12:33:35,,
5317bf2d-6ef2-4280-8b5e-6da73434320e,ed27708f-5641-4644-9bad-33d626208eb6,cb72154c-8871-4124-acae-4c8bf19840cf,6bf2154f-df70-4fb0-8789-a8004a2a9628,fa164bc2-b75d-4d8d-bdbe-a86c0f5fb94f,2026-02-18 18:30:35,2026-02-25 21:02:35,,
e0c911c4-366e-4090-a726-bd0b433bf6c1,cec0313d-2230-499a-b971-886f2d19430e,c01b828f-8cee-4cec-bac0-a5d055f98fba,86e2a0a2-11a8-43c1-93fb-13cec98e531d,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,2025-05-18 15:34:35,2025-05-30 18:46:35,,
1bf95152-90d1-4a32-a967-051b301c3f4f,ed27708f-5641-4644-9bad-33d626208eb6,e3a35be3-b0e6-4274-815f-575c968f07e0,b8041db6-ee33-4056-b17d-4c1ec384c40a,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2025-08-23 15:57:35,2025-09-04 17:42:35,,
cddc04c8-4500-4528-97c9-23198966a962,ed27708f-5641-4644-9bad-33d626208eb6,6c189512-1cb4-41e3-947d-e20faacc0f73,02e59b01-484f-4e6c-9653-65a37dc59af2,db44183e-3df4-424a-86e1-d50599fe0756,2026-02-06 17:56:35,2026-02-17 21:56:35,,
d8c4180c-c820-41b1-bc2b-23845711e3e4,ed27708f-5641-4644-9bad-33d626208eb6,86c20b9f-1879-422a-a934-19aa7929ac7a,4cf25785-05e9-4ad1-b223-ae6d46120be5,3dcab5bf-fc0d-4e07-8b74-cad5832499cd,2026-01-05 05:55:35,2026-01-09 06:53:35,,
88a66ff3-7531-4ca9-b705-b6e35ad745ad,cec0313d-2230-499a-b971-886f2d19430e,d3e68233-cc9c-4951-8ea9-4ad31797a5f2,9f81ac67-a828-4691-8cc4-2ab37e93fd0a,1ccc96eb-aadf-4de1-b28f-ff89e5ab53d7,2025-06-17 03:18:35,2025-06-17 05:34:35,,
ac23d179-ce23-4a20-96a2-2bdd3eb8a20f,ed27708f-5641-4644-9bad-33d626208eb6,f87a4530-05f7-415e-a5c5-25135e63bb02,3069761d-19cc-4cfd-9e89-4f17cb04b975,fa164bc2-b75d-4d8d-bdbe-a86c0f5fb94f,2026-03-09 03:17:35,2026-03-14 03:49:35,,
14d6e000-f5f7-4f60-a19f-5fcf4460c15c,cec0313d-2230-499a-b971-886f2d19430e,ca104cb2-9c07-4b1a-b85d-313d15e5f911,8e075567-22eb-4c76-b104-c10e7329e1ac,adececea-5b45-4b98-96d4-ec606fa98f55,2025-10-04 22:34:35,2025-10-13 23:25:35,,
ef6c16b6-acdf-4455-aed4-ddfe83ca4063,cec0313d-2230-499a-b971-886f2d19430e,d474865f-a9d0-4899-a8ae-4371a745934e,21669d93-f7c4-4246-b140-2f3386370b6a,2245d796-a6fd-492a-b470-5a40113c4691,2026-02-11 05:21:35,2026-02-17 09:49:35,,
3d7704d5-c086-4e8e-85dd-ee368b28541b,ed27708f-5641-4644-9bad-33d626208eb6,90d9f657-d975-4ad9-b8dc-c66625b94112,699e6e2b-274c-4f1d-9b7d-8c93a1b4e2ac,fa164bc2-b75d-4d8d-bdbe-a86c0f5fb94f,2026-03-05 01:15:35,2026-03-07 02:03:35,,
a594a2e2-1e4d-486e-856e-550b263f4dd6,cec0313d-2230-499a-b971-886f2d19430e,c07b3cdb-d9e8-4df3-8149-74d5641e3051,e4802bf0-9232-4322-bf69-15ba67d2b52c,e8dab037-fb64-4eff-ad7f-fa01f7bddc0c,2025-05-13 21:31:35,2025-05-18 23:18:35,,
1ee91e01-f96c-4b53-9554-db026defdcc2,ed27708f-5641-4644-9bad-33d626208eb6,45db7af8-7b05-4cb4-acd6-ed360d67ece6,e83e75b9-adaf-43ef-85ec-47268d88c378,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2025-05-11 12:14:35,2025-05-26 14:29:35,,
9e5a9ea1-9129-4d47-b81e-3851ad9f5127,ed27708f-5641-4644-9bad-33d626208eb6,90321092-48c5-4736-b89c-80c7fe7e8800,178b81d1-7a9d-4464-be13-e1d01413024c,b63b01a9-2352-4d60-bd91-4dfcb65bebd7,2025-03-31 17:40:35,2025-04-03 19:17:35,,
59d21c80-a1fc-45f1-b021-a4a2b8c0228b,ed27708f-5641-4644-9bad-33d626208eb6,62d4236d-d258-4a4e-aa82-9e4047b6cfae,e85f3496-b451-47a9-b30b-5b7ec5c9e46d,3dcab5bf-fc0d-4e07-8b74-cad5832499cd,2025-04-13 18:49:35,2025-04-16 20:02:35,,
f43d66cd-119e-4c33-bfe9-1e64dec7e8f4,ed27708f-5641-4644-9bad-33d626208eb6,ad7bfa2f-871b-4ff6-89ff-c7f5ad9d0d5a,c1ce7699-e406-4e2b-ae97-606ee7765fa3,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2026-02-17 15:26:35,2026-03-02 17:56:35,,
d55df0cb-4af0-4b51-ad21-d02cc8b72704,272614b2-2d33-46df-8db7-f41cfa6c6258,e579d527-18f5-4fdd-a770-37d7567292a4,7f6c5155-d0fc-4dda-b9ee-7cf4dc6669d1,7a9495b8-31eb-4a96-9090-b89754396492,2025-04-30 07:05:35,2025-05-13 11:27:35,,
40e1b6c1-48c3-42ec-89e2-49d8842cbe23,ed27708f-5641-4644-9bad-33d626208eb6,4265ce37-211c-40a8-b15b-e1e88bbbafd7,470785c1-8cf0-440d-9b7b-9560cf37cacf,17e62cba-bd8d-4e27-a147-021f4f3f1bb3,2026-01-26 01:03:35,2026-02-08 02:16:35,,
3a38435c-320a-4715-8e30-27f3490011ce,ed27708f-5641-4644-9bad-33d626208eb6,a3d2adf0-702d-4f55-a249-737d36487419,3a266eb7-6a9c-42ab-8ec6-bedc5f1163fe,f34cdc8c-9900-4bcc-816e-e39a4b17b41a,2026-01-15 08:32:35,2026-01-25 11:42:35,,
0de01fa2-0db2-4a8e-a683-b6b87b0e6edc,cec0313d-2230-499a-b971-886f2d19430e,68372678-5bee-4cc6-b955-f3d72d6430ad,a140d95f-638f-48a6-bd7e-51e4e595b9c9,1ccc96eb-aadf-4de1-b28f-ff89e5ab53d7,2025-09-07 02:47:35,2025-09-14 04:04:35,,
71cefcb4-6372-4eb4-a170-bea332d25007,cec0313d-2230-499a-b971-886f2d19430e,a46d6404-c170-4581-a85a-9b15dbdb1354,a10bc1ee-4594-4ebf-bf32-eba2f61d0c7e,1ccc96eb-aadf-4de1-b28f-ff89e5ab53d7,2026-01-30 18:29:35,2026-02-14 21:53:35,,
