negotiation_id,lead_id,attendant_id,team_id,customer_id,seq,kind,value,prev_value,occurred_at,notes
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,7,stage,negociacao,proposta,2026-05-03T13:03:59-03:00,Avançou de Proposta para Negociação.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,8,importance,quente,,2026-05-03T16:51:35-03:00,Importância alterada para Quente.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,9,stage,fechamento_com_venda,negociacao,2026-05-03T23:50:34-03:00,Encerramento: Fechamento c/ Venda.
02a8b046-662d-4acf-b05d-c27e675976f5,6442f7f9-ab0d-4cc7-93f0-c1a336fd6aac,56476dd6-cf2d-48f1-8830-4139021c75b0,cec0313d-2230-499a-b971-886f2d19430e,6fde4cd5-6f4f-4f31-bc2d-88167417706f,10,status,won,,2026-05-04T03:37:55-03:00,Fechada com venda.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,0,negotiation,,,2026-05-02T00:00:05-03:00,Negociação criada (seed).
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,1,stage,contato_inicial,,2026-05-02T01:20:50-03:00,Estágio inicial: Contato Inicial.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,2,status,open,,2026-05-02T02:11:39-03:00,Negociação aberta.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,3,importance,quente,,2026-05-02T14:08:16-03:00,Importância inicial: Quente.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,4,stage,qualificacao,contato_inicial,2026-05-02T22:32:25-03:00,Avançou de Contato Inicial para Qualificação.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,5,stage,visita,qualificacao,2026-05-03T07:11:45-03:00,Avançou de Qualificação para Visita.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,6,stage,proposta,visita,2026-05-03T10:38:35-03:00,Avançou de Visita para Proposta.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,7,stage,fechamento_com_venda,proposta,2026-05-03T14:33:18-03:00,Encerramento: Fechamento c/ Venda.
03898779-edde-4ac0-9bd7-b252689e35be,6e2e0279-b22b-4f2c-a4ff-140994d06787,74f0b2ce-7aa5-42db-b20e-a0f090a68e79,ed27708f-5641-4644-9bad-33d626208eb6,e1554602-bd89-46af-8875-245d7581372f,8,status,won,,2026-05-03T20:24:26-03:00,Fechada com venda.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,0,negotiation,,,2026-05-02T00:00:06-03:00,Negociação criada (seed).
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,1,stage,contato_inicial,,2026-05-05T16:25:15-03:00,Estágio inicial: Contato Inicial.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,2,status,open,,2026-05-09T00:27:37-03:00,Negociação aberta.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,3,importance,quente,,2026-05-10T11:12:38-03:00,Importância inicial: Quente.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,4,stage,qualificacao,contato_inicial,2026-05-13T07:15:03-03:00,Avançou de Contato Inicial para Qualificação.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,5,stage,visita,qualificacao,2026-05-16T01:02:45-03:00,Avançou de Qualificação para Visita.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,6,stage,proposta,visita,2026-05-16T04:48:39-03:00,Avançou de Visita para Proposta.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,7,stage,fechamento_com_venda,proposta,2026-05-16T20:57:53-03:00,Encerramento: Fechamento c/ Venda.
03bc5941-bba1-4f92-8188-96bbaa7356e3,a75d1e18-edcc-434f-a804-040c70339da7,db44183e-3df4-424a-86e1-d50599fe0756,ed27708f-5641-4644-9bad-33d626208eb6,ec888c71-1c96-4be9-adab-603205ef0c27,8,status,won,,2026-05-21T14:13:31-03:00,Fechada com venda.
03cac8d5-1d7d-4658-8602-fe7babfe7a03,a46d6404-c170-4581-a85a-9b15dbdb1354,adececea-5b45-4b98-96d4-ec606fa98f55,cec0313d-2230-499a-b971-886f2d19430e,a10bc1ee-4594-4ebf-bf32-eba2f61d0c7e,0,negotiation,,,2026-05-02T00:00:03-03:00,Negociação criada (seed).
03cac8d5-1d7d-4658-8602-fe7babfe7a03,a46d6404-c170-4581-a85a-9b15dbdb1354,adececea-5b45-4b98-96d4-ec606fa98f55,cec0313d-2230-499a-b971-886f2d19430e,a10bc1ee-4594-4ebf-bf32-eba2f61d0c7e,1,stage,contato_inicial,,2026-05-02T00:07:04-03:00,Estágio inicial: Contato Inicial.
03cac8d5-1d7d-4658-8602-fe7babfe7a03,a46d6404-c170-4581-a85a-9b15dbdb1354,adececea-5b45-4b98-96d4-ec606fa98f55,cec0313d-2230-499a-b971-886f2d19430e,a10bc1ee-4594-4ebf-bf32-eba2f61d0c7e,2,status,open,,2026-05-02T03:45:43-03:00,Negociação aberta.
