id,status_negotiation,notes,negotiation_id,lead_id,created_at,updated_at,created_by_user_id,updated_by_user_id
7e25d358-c3bf-4c89-be60-ddbdc2b800db,Finalizado com venda,Sucesso / Venda Concluída,5498a507-4c1f-4d63-954a-a1a703f46cc3,02194326-02eb-465a-a731-faa17b7bd88a,2025-07-09 10:59:35,2025-07-14 15:32:35,,
cd3993b0-a51c-488d-aecc-ae67c5869851,Finalizado sem venda,Preço,aa6fa688-c8e4-424d-9e1b-eef004043982,6f23cd5c-804a-4885-ba58-47a7009d7a44,2025-11-22 08:23:35,2025-11-24 09:07:35,,
a30b3cc8-1982-4c6b-836b-5c5e7c2af425,Finalizado sem venda,Falta de contato,31ab140f-04bf-4c13-af2e-cf4780dc2b05,6cddee7e-296d-4dd1-9f81-26838f923b12,2025-05-11 10:08:35,2025-05-15 12:16:35,,
5a7c6d5a-c529-4c77-be1b-d5175ae2a733,Finalizado com venda,Sucesso / Venda Concluída,9bf3ce8c-425c-48e1-a322-e170e40fc396,3e2be7f8-39da-408b-8215-0c92de71699b,2025-05-25 18:02:35,2025-06-08 21:16:35,,
76ab4109-590c-40c8-91dd-e5b08b07f47b,Aberto,,8708651a-9c24-4929-a5d2-af1bdee16de9,8431811c-e834-4aa5-98c3-92c759705d44,2025-12-13 22:03:35,2025-12-29 02:58:35,,
f05e12ee-607a-442c-9615-2f533e2fc65d,Finalizado sem venda,Preço,be67efd8-4e75-4bb4-b485-70571dce9f98,fe7ed8bc-fda1-4f09-b7d9-7352b0098a6b,2025-05-05 07:58:35,2025-05-07 11:57:35,,
27cf8ddf-548c-4692-a088-2f6e30445272,Aberto,,b50469b5-3577-4870-b8c7-92beca9f5442,829b7518-7553-4690-a35c-eb1eec5f4d35,2025-04-13 14:24:35,2025-04-26 14:54:35,,
a44f3657-9430-4215-9c45-058ee67ad2bc,Finalizado com venda,Sucesso / Venda Concluída,d91a82e5-1ed1-4825-a306-d779446e676c,7738201d-90c3-48bc-97bb-6853bdf53f6a,2025-04-20 18:06:35,2025-04-29 21:53:35,,
d21d7f1c-309c-45f0-9951-9b1708a27a3d,Aberto,,d9917f36-ad2f-443f-8a43-3fa72200a690,4070cf38-8a0c-4005-9db4-5a2b8a2690f3,2025-10-17 07:10:35,2025-10-25 07:21:35,,
6420b413-bcac-448c-8263-077c4df87e5f,Aberto,,eed82baa-8822-4146-b429-c03215f67c38,80e18735-0162-4c47-ae4f-cdd4e9e1fac6,2025-06-08 13:39:35,2025-06-12 13:49:35,,
a07d74ce-4593-43b5-bb6d-730cfd2a90ec,Finalizado com venda,Sucesso / Venda Concluída,1c295db2-c27d-4de9-86e8-dc28b99314d2,eb45847a-39c2-4d5d-9049-c4d5efc028af,2025-04-23 05:46:35,2025-04-30 06:08:35,,
8cbc24f5-0690-4254-afb8-1095e26556ac,Finalizado sem venda,Desistência,af18e139-3a51-43be-9eed-f45f2b80e867,1e3aaecb-2721-4876-a07b-8b64f9e26489,2026-03-20 22:55:35,2026-03-21 23:31:35,,
d4760339-e401-41fd-b4e0-cf105af0b8e0,Finalizado com venda,Sucesso / Venda Concluída,ca44f6ae-89d2-4a13-80be-f0d3434fb48b,a1fec3f9-ee51-4fa8-a94e-cdfc59cb85f4,2025-07-03 17:06:35,2025-07-06 18:58:35,,
3bff50b7-6eb0-4e27-934b-9edca9382ada,Em negociação,,8b9ee706-80e7-467d-87f7-f4ae367f2b8b,ffb76474-3b60-496d-aa38-dff7cd6359a1,2025-12-07 14:55:35,2025-12-16 16:47:35,,
b5591b1d-7778-451a-be07-cad6b5b2f521,Aberto,,26bb6cce-64e9-4c9a-9f56-ae5b985944a3,f00e17cd-ecf0-4cfa-8f66-6ef832b2bf37,2025-04-28 03:32:35,2025-04-29 06:10:35,,
596ad180-17a6-4ac2-99ae-7065287ca7e8,Em negociação,,ba823c56-703f-43e9-9f16-388167805ff1,03b69fbe-f1c2-4352-a3bc-c0299568de32,2025-11-17 02:15:35,2025-11-21 05:47:35,,
739b6a3f-17a1-43bc-b009-cb6f31d5ed11,Aberto,,e2a27d2f-ff0e-4ef4-a7be-b9c73d1f6485,5d742957-bbc2-4b1e-a571-9941d0cb16a5,2025-11-07 15:46:35,2025-11-15 18:02:35,,
8308dcb3-4183-42d8-9587-7f1a48b522ee,Em negociação,,883632cb-1333-442b-a08c-c58f345bf776,3b8556fb-a392-4aa9-9e68-5a81b561836c,2025-12-16 12:06:35,2025-12-31 15:08:35,,
9a4972c8-bdc7-4b40-9455-043c8bb131cc,Em negociação,,26b2a915-8f82-4aa8-ae0e-a3f293a1710d,156be74d-25a9-4ddf-b7bd-d99a269c94ee,2025-06-18 17:53:35,2025-06-23 21:55:35,,
8f4d57a3-7465-481b-bfb4-21ac4afac033,Finalizado sem venda,Falta de contato,d4de9571-d06e-4026-b202-a72a853be1fe,61fdcb70-a1c3-4c8a-a3b3-1c8fb9b5f167,2025-06-25 08:49:35,2025-07-09 11:59:35,,
f35f477a-945f-4cf8-a178-cd6193af746a,Em negociação,,849012d7-98d4-4440-9fd1-bead774ff841,c61913ed-9058-4af8-a0e0-c24b170a363d,2025-05-07 15:18:35,2025-05-14 20:06:35,,
8c5c2c5c-1491-420a-ad40-637e3b68d3a0,Aberto,,e6f51c75-d7a9-4a18-ac5b-49b71d5ddce3,013ea19c-2b94-467a-b36b-70215a5715fc,2025-07-04 19:39:35,2025-07-14 20:05:35,,
5d4013d8-ad43-4e03-9747-db0f76a53def,Em negociação,,f3572184-320b-402c-b359-a2d3ab9b436c,8149f27d-4d50-4fa5-a456-0713560f7cf8,2025-09-13 11:08:35,2025-09-15 12:35:35,,
46850db2-9587-4ef7-be36-c6a805e6c2c4,Finalizado com venda,Sucesso / Venda Concluída,0e942529-c64d-456a-b6c4-fc03bf97756e,db7c23c6-1c93-42d9-8916-6c359ff501fc,2025-03-28 08:48:35,2025-04-05 11:28:35,,
d5d4c25e-d08b-49fa-b10f-4e04803b1e2d,Finalizado com venda,Sucesso / Venda Concluída,587289b2-f14c-4326-8a2c-dc97ae6a765e,eb44b039-58dc-41f5-94d6-aef1ea93ce92,2025-08-03 02:59:35,2025-08-07 07:08:35,,
c1deeb1b-1bc5-4fae-9e09-3dbdbbab17c4,Finalizado com venda,Sucesso / Venda Concluída,b3fb7c31-92f4-4371-a51d-1bd9a2310e2e,7160e868-f0e3-46d6-b27b-9eb6df0508d4,2025-07-04 06:17:35,2025-07-04 09:33:35,,
93b40d15-8668-4daf-8d1c-db1c90ebea77,Finalizado sem venda,Preço,53f4a99a-3050-486a-bc93-cb79434ebed7,a36e362c-16a8-42db-a18b-de7b99636ae4,2025-06-27 21:11:35,2025-06-27 22:52:35,,
39e07f7d-37d8-4b9f-bfb8-d27f4fa7b4e9,Finalizado com venda,Sucesso / Venda Concluída,117c2256-4291-45a1-8fc8-40c62a55a57b,164a108b-8f64-4ab1-a877-67bb33e668cb,2026-01-04 00:06:35,2026-01-11 02:55:35,,
81f58894-e552-4d18-8f57-535c54a15a2b,Finalizado sem venda,Preço,f487ff33-a176-4e22-b030-409f5be9ab8b,2f934dfa-6272-4dc9-8734-16bba35fdd1b,2025-12-18 14:59:35,2025-12-18 18:24:35,,
e1fba0e2-c9db-47a5-80a7-1c949cb3d396,Aberto,,8391c152-25f5-4515-a95b-e18c31f1759a,6172210f-53b6-472b-b03b-9d409d1482db,2025-04-08 19:46:35,2025-04-13 23:38:35,,
b4f6d08d-9ba1-48ee-971d-09674bf5faf6,Em negociação,,e47c6fda-7509-4ac5-a84a-31bd3d8df26d,0014c2fa-38c1-45a2-a65c-34f6c78cf119,2025-09-05 15:28:35,2025-09-20 18:23:35,,
a9ae119f-0b14-48f5-8cc5-5253908f425d,Em negociação,,f3d27ceb-20e8-4d7d-82a9-90d4201734c0,92bd0dd3-3fc1-474a-a9a3-edc3943a222e,2025-08-29 21:39:35,2025-09-13 22:12:35,,
68f44296-5bd8-4c61-b883-3e06cf2e2774,Finalizado sem venda,Sem estoque,806f4e6a-5a7c-4d8a-97d5-6877a3b3c04e,653ab240-4914-4a1f-b4fc-b8485878ad60,2026-01-22 18:42:35,2026-01-30 19:24:35,,
2015867f-f616-4bdc-86d7-31023495a97e,Em negociação,,13cde517-8419-4a19-a888-ff0d6e4b2b42,57bc9016-b726-4a3d-ab3e-9d3f631d1d66,2026-01-01 14:34:35,2026-01-12 15:56:35,,
eb64a3f7-a7fc-4cc8-964c-f359df055663,Finalizado com venda,Sucesso / Venda Concluída,34a95eea-0ca8-4222-97be-482b212956f5,3b96c8d2-c948-4aed-87ed-83d76905c2ef,2025-04-13 18:11:35,2025-04-19 20:01:35,,
254eccc5-ce3b-43fd-8bb9-18c1523c8770,Em negociação,,550fe341-afb7-4a11-ac26-ee6b876f161e,3c36f9a4-3356-4d2b-aa09-45c4b41eb928,2025-05-08 21:27:35,2025-05-21 21:44:35,,
6ec728b2-4ff3-49a7-a559-3df0e1371e89,Finalizado com venda,Sucesso / Venda Concluída,73783b1a-a3cc-4583-914d-2449d308b259,3188a47f-54c7-4486-82e8-2a47e56ddfe7,2025-05-31 16:50:35,2025-06-11 19:50:35,,
2dbf4cea-cd59-428b-81af-7915727bac30,Finalizado sem venda,Comprou em outra loja,f1106be3-4a67-4fcf-91f6-f47b06daa750,ae8d74c6-ce82-46a7-b916-ac277b4b8f59,2025-07-11 03:38:35,2025-07-25 07:04:35,,
7893b1ca-09ad-44c3-9100-024061cf5d21,Finalizado com venda,Sucesso / Venda Concluída,801076e6-85db-43b8-813a-cff0863f443c,f6b5e07c-0110-4ff2-88fc-b344cb2bdbb6,2025-11-13 05:26:35,2025-11-20 08:30:35,,
56115a9b-b3c4-490e-a686-7b6d1eabb210,Em negociação,,a7fd62ff-1bb7-47c6-8eb8-dcca8f378e11,bf3a6b98-1488-48d9-9dee-929531ca5b5c,2025-10-06 13:52:35,2025-10-13 18:09:35,,
2524af04-db94-4542-b3f1-a5f62584d55a,Finalizado sem venda,Preço,76033cfc-8702-4e80-bdfb-3c43e63f2562,538aeffa-1ac3-4366-bfb9-82e32f8fbe03,2025-07-18 19:33:35,2025-07-20 19:41:35,,
763103fe-4804-44e0-984b-7dbca91ad4cc,Em negociação,,e514d596-7ab0-46eb-b816-95cf519ebaed,8d353917-87d6-44ae-8363-6bc7800d492b,2025-09-15 08:18:35,2025-09-29 12:33:35,,
362d23bc-bc70-48c6-bd4a-2312857ba3e2,Aberto,,5317bf2d-6ef2-4280-8b5e-6da73434320e,cb72154c-8871-4124-acae-4c8bf19840cf,2026-02-18 18:30:35,2026-02-25 21:02:35,,
234386cb-2029-49a0-840b-acfe4b25243b,Aberto,,e0c911c4-366e-4090-a726-bd0b433bf6c1,c01b828f-8cee-4cec-bac0-a5d055f98fba,2025-05-18 15:34:35,2025-05-30 18:46:35,,
b24810a7-f345-4ebc-aba3-5b9e8775106f,Aberto,,1bf95152-90d1-4a32-a967-051b301c3f4f,e3a35be3-b0e6-4274-815f-575c968f07e0,2025-08-23 15:57:35,2025-09-04 17:42:35,,
a5ab57e1-7419-4295-ab5c-fa680084033e,Em negociação,,cddc04c8-4500-4528-97c9-23198966a962,6c189512-1cb4-41e3-947d-e20faacc0f73,2026-02-06 17:56:35,2026-02-17 21:56:35,,
ebe14a7c-d31b-4b15-b304-836b296f3a44,Finalizado sem venda,Comprou em outra loja,d8c4180c-c820-41b1-bc2b-23845711e3e4,86c20b9f-1879-422a-a934-19aa7929ac7a,2026-01-05 05:55:35,2026-01-09 06:53:35,,
32290b25-92e4-4b15-bcc5-0a7764f771c8,Aberto,,88a66ff3-7531-4ca9-b705-b6e35ad745ad,d3e68233-cc9c-4951-8ea9-4ad31797a5f2,2025-06-17 03:18:35,2025-06-17 05:34:35,,
063c3b9e-9fce-4893-b624-13e56eb1f34f,Aberto,,ac23d179-ce23-4a20-96a2-2bdd3eb8a20f,f87a4530-05f7-415e-a5c5-25135e63bb02,2026-03-09 03:17:35,2026-03-14 03:49:35,,
2d92bea6-9898-481a-9247-18a94f4bd19f,Finalizado sem venda,Comprou em outra loja,14d6e000-f5f7-4f60-a19f-5fcf4460c15c,ca104cb2-9c07-4b1a-b85d-313d15e5f911,2025-10-04 22:34:35,2025-10-13 23:25:35,,
2b630aaf-6552-4bcd-955e-d446403dfdf0,Aberto,,ef6c16b6-acdf-4455-aed4-ddfe83ca4063,d474865f-a9d0-4899-a8ae-4371a745934e,2026-02-11 05:21:35,2026-02-17 09:49:35,,
b0e8a8b8-eca1-4cb2-9f30-cc98287a1647,Finalizado sem venda,Comprou em outra loja,3d7704d5-c086-4e8e-85dd-ee368b28541b,90d9f657-d975-4ad9-b8dc-c66625b94112,2026-03-05 01:15:35,2026-03-07 02:03:35,,
1240781f-70e1-4fc3-bb60-aa24f825fe94,Em negociação,,a594a2e2-1e4d-486e-856e-550b263f4dd6,c07b3cdb-d9e8-4df3-8149-74d5641e3051,2025-05-13 21:31:35,2025-05-18 23:18:35,,
b0daafc6-2493-4835-b90f-08654f0f5b62,Em negociação,,1ee91e01-f96c-4b53-9554-db026defdcc2,45db7af8-7b05-4cb4-acd6-ed360d67ece6,2025-05-11 12:14:35,2025-05-26 14:29:35,,
a1933687-f2da-45e2-bf17-4468819e02c8,Finalizado com venda,Sucesso / Venda Concluída,9e5a9ea1-9129-4d47-b81e-3851ad9f5127,90321092-48c5-4736-b89c-80c7fe7e8800,2025-03-31 17:40:35,2025-04-03 19:17:35,,
1973aa75-1806-4d93-a2d7-32b311bf3b39,Em negociação,,59d21c80-a1fc-45f1-b021-a4a2b8c0228b,62d4236d-d258-4a4e-aa82-9e4047b6cfae,2025-04-13 18:49:35,2025-04-16 20:02:35,,
43aed0d1-11d1-43ac-ad4e-0053d8f80aa9,Finalizado sem venda,Desistência,f43d66cd-119e-4c33-bfe9-1e64dec7e8f4,ad7bfa2f-871b-4ff6-89ff-c7f5ad9d0d5a,2026-02-17 15:26:35,2026-03-02 17:56:35,,
8ed3ba3c-c9c9-40e2-8e33-ba6b501f528a,Finalizado sem venda,Comprou em outra loja,d55df0cb-4af0-4b51-ad21-d02cc8b72704,e579d527-18f5-4fdd-a770-37d7567292a4,2025-04-30 07:05:35,2025-05-13 11:27:35,,
e9e27863-35a2-4898-a034-8027ed0ad995,Finalizado com venda,Sucesso / Venda Concluída,40e1b6c1-48c3-42ec-89e2-49d8842cbe23,4265ce37-211c-40a8-b15b-e1e88bbbafd7,2026-01-26 01:03:35,2026-02-08 02:16:35,,
91857938-59af-4acb-b5fc-22406e52c943,Finalizado sem venda,Desistência,3a38435c-320a-4715-8e30-27f3490011ce,a3d2adf0-702d-4f55-a249-737d36487419,2026-01-15 08:32:35,2026-01-25 11:42:35,,
4888a31c-f532-49c2-97a1-c93cc6a76f5c,Aberto,,0de01fa2-0db2-4a8e-a683-b6b87b0e6edc,68372678-5bee-4cc6-b955-f3d72d6430ad,2025-09-07 02:47:35,2025-09-14 04:04:35,,
f512f5a0-cf26-4fb8-ab29-6bdae1295a75,Finalizado com venda,Sucesso / Venda Concluída,71cefcb4-6372-4eb4-a170-bea332d25007,a46d6404-c170-4581-a85a-9b15dbdb1354,2026-01-30 18:29:35,2026-02-14 21:53:35,,
3f6ef9ff-4ef7-4e7f-8241-0997396951fd,Aberto,,4b2e144d-6442-4b85-a431-546447194aae,41f77b9c-a6d0-4961-ad04-1522dbe69af7,2025-08-09 23:22:35,2025-08-19 01:14:35,,
678f4957-c7f8-4a7e-8b9a-946b899a1656,Finalizado com venda,Sucesso / Venda Concluída,03c24ef5-bed0-451f-a0b7-29eb95105189,fbbe102f-45ef-4fcd-b01f-5efc20a7192c,2026-03-20 19:43:35,2026-03-28 22:45:35,,
a21a2e31-8dd2-4947-a79b-69b54df7723f,Finalizado com venda,Sucesso / Venda Concluída,6a11bebe-0a75-481a-b103-a1c06a6b1a08,431baedc-a6da-4ed9-b16a-bd24b3d207bc,2025-09-23 05:14:35,2025-10-06 05:43:35,,
4c630a24-87a8-4c8f-9b6a-f09163b4cde6,Finalizado com venda,Sucesso / Venda Concluída,dd4f4d06-bbb2-4078-833e-b94c261f85e7,c5c1d12e-dacd-4574-b1d4-71408bada2cb,2025-08-03 10:26:35,2025-08-07 13:37:35,,
1dddd6a0-3b26-4e25-b5ec-d70ce3545415,Em negociação,,41048856-2ce0-4711-9bc1-3f43c0b9a15f,cc60b7b0-ed60-4577-85d3-e7d8bf2b173f,2025-12-28 18:00:35,2025-12-31 20:18:35,,
69e1bbee-1fbd-4cfc-945e-0758f6962da4,Finalizado sem venda,Comprou em outra loja,bc2dc430-47d4-45e4-b405-ac35fb2613e2,d00fd671-d0a8-4aa7-8f7f-cb76eec8defa,2025-07-04 02:59:35,2025-07-05 07:44:35,,
340a94f2-c2d9-4648-b4d1-a529b19f037b,Em negociação,,3fa8bf1a-ae64-4047-8a55-0505a7b01b3b,96a17379-f177-4c81-a566-49f7a251ff73,2025-12-27 18:11:35,2026-01-05 20:58:35,,
3bc3127a-8e3f-423b-a359-9633e8b98227,Em negociação,,58cef317-835d-49f1-8dbe-a7268ba2daff,f665f9dd-fba7-4883-a5e2-bb8336c05bcb,2025-08-26 01:14:35,2025-08-26 03:13:35,,
e6ad1b86-0c1a-406c-92e6-58aea045d443,Finalizado sem venda,Comprou em outra loja,cb67209f-bd43-4909-a2be-98f74a1d20ce,db3a08f4-0526-43de-a199-3f7cd88b47a5,2025-09-27 03:22:35,2025-09-30 07:45:35,,
4f45775f-68ba-4d7b-a906-b5da8bb6d40b,Em negociação,,0343171f-42f8-409d-961c-fe5563b1c4ae,0f3dcb0a-7c0c-46d8-885c-67d7e573bf62,2025-09-26 22:48:35,2025-10-12 00:56:35,,
5a74a0e8-f0ec-4e64-9fb1-a80406a82299,Em negociação,,04722669-553f-4f9a-a463-988100025ddd,da969ad5-0480-44a8-a13d-ef2efff028fc,2026-02-10 16:35:35,2026-02-11 20:34:35,,
6b559435-ff45-47ee-861b-e74bbb212372,Em negociação,,6abfa288-3dd6-4619-ae3b-acbb2a96621e,706dd660-d8fb-4025-be95-e2d9e97076db,2025-08-23 17:30:35,2025-09-04 20:08:35,,
4354a45d-6bb4-40e9-9aeb-ff3d42601205,Aberto,,405a4ff7-28f4-47c7-b8dd-6886e08cfad9,547ba177-2b85-4306-850f-cb6074eaa9e6,2025-11-04 12:59:35,2025-11-10 16:29:35,,
cbc7ddd1-8d8e-40c6-ae38-82042b5f6938,Finalizado sem venda,Preço,e297a787-5ec8-4689-8cf6-1b8f16413888,7adf56d1-6cee-429a-81d7-daf33d141c1a,2025-09-04 02:31:35,2025-09-11 05:45:35,,
25824f4d-5baa-4845-9174-3443d2a2d7f6,Finalizado com venda,Sucesso / Venda Concluída,350c8e90-9b3a-45b9-844e-55dae56b70b9,61cbe117-c5a4-46f6-9598-1a54c0350708,2025-10-02 07:53:35,2025-10-06 12:42:35,,
f1421d40-ab3d-406f-93a9-46c3cd205c62,Aberto,,532ea644-2c84-47a9-90e9-4a925dd3839e,23f62c97-4124-424a-9edd-fc05dde93a4c,2025-04-21 20:20:35,2025-04-29 22:27:35,,
65a0d807-27bc-42dc-9c3c-39bce74f5c31,Finalizado sem venda,Desistência,ad0f6871-f9ac-4b6f-a400-6acd3e727a60,6e6e2123-e2ea-4af7-9ace-b7fd2df4bf3c,2025-04-27 01:11:35,2025-05-07 01:22:35,,
0c0c26fc-7e42-49f4-a7b7-98f361d901ba,Finalizado sem venda,Sem estoque,186c8b6f-433e-4e18-9ab5-9b716040b6b2,0167654d-4658-4924-84e9-78930894e58e,2025-09-08 15:15:35,2025-09-20 16:40:35,,
c98ffba3-551f-46f0-8877-3c95be35c2d0,Em negociação,,0d78829c-de50-490e-a167-58f1af51f859,c725c745-12be-424c-b9c7-827c846ce023,2025-03-28 17:40:35,2025-04-11 19:21:35,,
75562f0d-bf7d-47da-b9a1-cdead5724eff,Finalizado com venda,Sucesso / Venda Concluída,537107ae-4bd0-4c34-ba46-9f4aae09621b,82450ed1-0bde-4953-b392-60c4e55890ac,2025-12-31 18:51:35,2026-01-14 19:56:35,,
cd02b16e-ddd5-43a9-8706-a4b8209a623f,Aberto,,6663f3a0-3d8c-48ed-b521-26cc2a0cf829,656a4e16-95ed-43bc-96fa-5f0c6c61c2dc,2025-10-30 00:38:35,2025-11-07 02:24:35,,
c8af1b0a-0889-410a-b871-b42076eb010c,Finalizado com venda,Sucesso / Venda Concluída,39eb4f96-1bb3-4d5e-bd93-5acfd09e6b2c,fb53690b-b4db-4a43-8eab-effd20d9ee43,2025-10-03 06:53:35,2025-10-12 11:02:35,,
99b31b2b-45d4-4ecc-9d3e-e6ddb907741d,Finalizado com venda,Sucesso / Venda Concluída,88d092b9-e46d-47d5-8888-8d66024bff3a,06506593-d3a6-4a48-bf9d-5079bd0f998d,2025-10-13 18:37:35,2025-10-22 20:29:35,,
9eb42db6-e4e8-4614-9262-51f60bf38ff9,Aberto,,e571d137-1fd7-49ca-8ecb-525614d37d79,29579cd8-15c7-4ef6-9185-dc9e79210ab3,2026-02-14 03:02:35,2026-02-24 06:48:35,,
d4339ebd-ae87-4b62-b9c3-47baf4640b9a,Em negociação,,2b83edd5-7b75-4ca1-8f83-ae87d7f91c1d,91015570-73aa-4295-8376-d559c5a7284d,2025-09-29 20:35:35,2025-10-10 00:30:35,,
02420fdd-d489-482a-89a3-b1e92f8030ad,Finalizado com venda,Sucesso / Venda Concluída,fdf81ce7-8da8-4b64-983c-d2d9e8013e9d,04994420-5ec4-4342-a7b7-74373c9e0698,2026-02-28 04:12:35,2026-03-02 07:42:35,,
aad89c9e-50c2-43e4-a70b-ab743b25d865,Finalizado com venda,Sucesso / Venda Concluída,7c04f7a5-fef8-4c7c-9b9f-079a16885561,680cf3d1-3e4b-46ee-a199-72ef4bc7a580,2025-06-29 21:17:35,2025-07-04 01:37:35,,
