id,old_stage,new_stage,notes,negotiation_id,lead_id,created_at,updated_at,created_by_user_id,updated_by_user_id
661b68dd-3cc9-4afc-9fc2-11c50b6a00ae,Início,Enviou proposta,,aa6fa688-c8e4-424d-9e1b-eef004043982,6f23cd5c-804a-4885-ba58-47a7009d7a44,2025-11-22 08:23:35,2025-11-24 09:07:35,,
f18fd7d7-9bcf-4909-8b0f-4cba47ab0481,Início,Teste drive,,31ab140f-04bf-4c13-af2e-cf4780dc2b05,6cddee7e-296d-4dd1-9f81-26838f923b12,2025-05-11 10:08:35,2025-05-15 12:16:35,,
8aaac3df-0e12-4a00-a80f-0c91db593a07,Início,Enviou proposta,,9bf3ce8c-425c-48e1-a322-e170e40fc396,3e2be7f8-39da-408b-8215-0c92de71699b,2025-05-25 18:02:35,2025-06-08 21:16:35,,
7a721ea1-1d44-4b15-ad6f-a645adfc4878,Início,Contato inicial,,8708651a-9c24-4929-a5d2-af1bdee16de9,8431811c-e834-4aa5-98c3-92c759705d44,2025-12-13 22:03:35,2025-12-29 02:58:35,,
0b6acdf3-056f-4c91-b2e1-ef87d7513e95,Início,Enviou proposta,,be67efd8-4e75-4bb4-b485-70571dce9f98,fe7ed8bc-fda1-4f09-b7d9-7352b0098a6b,2025-05-05 07:58:35,2025-05-07 11:57:35,,
773db8c6-d2b7-4228-b65a-d2de51bbe9ce,Início,Contato inicial,,b50469b5-3577-4870-b8c7-92beca9f5442,829b7518-7553-4690-a35c-eb1eec5f4d35,2025-04-13 14:24:35,2025-04-26 14:54:35,,
aac48322-a08a-4550-8d3b-bd7dff7b9634,Início,Aguardando resposta do cliente,,d91a82e5-1ed1-4825-a306-d779446e676c,7738201d-90c3-48bc-97bb-6853bdf53f6a,2025-04-20 18:06:35,2025-04-29 21:53:35,,
b632f30e-e6d8-4b5b-93e6-263d689d5e9c,Início,Teste drive,,d9917f36-ad2f-443f-8a43-3fa72200a690,4070cf38-8a0c-4005-9db4-5a2b8a2690f3,2025-10-17 07:10:35,2025-10-25 07:21:35,,
e760f729-21fa-462b-9229-08fd75d49668,Início,Aguardando pagamento,,eed82baa-8822-4146-b429-c03215f67c38,80e18735-0162-4c47-ae4f-cdd4e9e1fac6,2025-06-08 13:39:35,2025-06-12 13:49:35,,
3436daba-561d-41eb-9e2f-c13b5ce10497,Início,Contato inicial,,1c295db2-c27d-4de9-86e8-dc28b99314d2,eb45847a-39c2-4d5d-9049-c4d5efc028af,2025-04-23 05:46:35,2025-04-30 06:08:35,,
14322102-2641-479e-80c6-a01aca312bdf,Início,Teste drive,,af18e139-3a51-43be-9eed-f45f2b80e867,1e3aaecb-2721-4876-a07b-8b64f9e26489,2026-03-20 22:55:35,2026-03-21 23:31:35,,
6485730b-7efd-49aa-a47b-fe6de6457caa,Início,Aguardando resposta do cliente,,ca44f6ae-89d2-4a13-80be-f0d3434fb48b,a1fec3f9-ee51-4fa8-a94e-cdfc59cb85f4,2025-07-03 17:06:35,2025-07-06 18:58:35,,
371f069b-8bd5-41ff-82d6-6da4dffa476f,Início,Aguardando pagamento,,8b9ee706-80e7-467d-87f7-f4ae367f2b8b,ffb76474-3b60-496d-aa38-dff7cd6359a1,2025-12-07 14:55:35,2025-12-16 16:47:35,,
8a6dd8e5-1298-41cb-b11a-61a4f3229888,Início,Teste drive,,26bb6cce-64e9-4c9a-9f56-ae5b985944a3,f00e17cd-ecf0-4cfa-8f66-6ef832b2bf37,2025-04-28 03:32:35,2025-04-29 06:10:35,,
48aa4f4e-be6b-4c33-a849-d19ffe9104c8,Início,Enviou proposta,,ba823c56-703f-43e9-9f16-388167805ff1,03b69fbe-f1c2-4352-a3bc-c0299568de32,2025-11-17 02:15:35,2025-11-21 05:47:35,,
be57e2eb-4fc6-4912-a24b-80eb8eed7440,Início,Contato inicial,,e2a27d2f-ff0e-4ef4-a7be-b9c73d1f6485,5d742957-bbc2-4b1e-a571-9941d0cb16a5,2025-11-07 15:46:35,2025-11-15 18:02:35,,
0b4d5ac7-e798-4959-8a0d-b3e1d6b23393,Início,Aguardando resposta do cliente,,883632cb-1333-442b-a08c-c58f345bf776,3b8556fb-a392-4aa9-9e68-5a81b561836c,2025-12-16 12:06:35,2025-12-31 15:08:35,,
7e43f5de-e9e0-4c01-a371-6e170f30eed2,Início,Teste drive,,26b2a915-8f82-4aa8-ae0e-a3f293a1710d,156be74d-25a9-4ddf-b7bd-d99a269c94ee,2025-06-18 17:53:35,2025-06-23 21:55:35,,
8abccbff-802a-4f76-a09e-7876d6af51d0,Início,Aguardando pagamento,,d4de9571-d06e-4026-b202-a72a853be1fe,61fdcb70-a1c3-4c8a-a3b3-1c8fb9b5f167,2025-06-25 08:49:35,2025-07-09 11:59:35,,
2e647c23-7951-46ef-b349-abe2666fd182,Início,Enviou proposta,,849012d7-98d4-4440-9fd1-bead774ff841,c61913ed-9058-4af8-a0e0-c24b170a363d,2025-05-07 15:18:35,2025-05-14 20:06:35,,
e6076bac-f711-4299-a55f-b3471c8a39ef,Início,Aguardando resposta do cliente,,e6f51c75-d7a9-4a18-ac5b-49b71d5ddce3,013ea19c-2b94-467a-b36b-70215a5715fc,2025-07-04 19:39:35,2025-07-14 20:05:35,,
7099cb5c-c953-4d5b-89bb-9fce0cfc8639,Início,Aguardando pagamento,,f3572184-320b-402c-b359-a2d3ab9b436c,8149f27d-4d50-4fa5-a456-0713560f7cf8,2025-09-13 11:08:35,2025-09-15 12:35:35,,
18fd8516-77ab-4a2f-9452-bb36e0ad2350,Início,Teste drive,,0e942529-c64d-456a-b6c4-fc03bf97756e,db7c23c6-1c93-42d9-8916-6c359ff501fc,2025-03-28 08:48:35,2025-04-05 11:28:35,,
c301def4-5c6f-4043-aa88-fecb3d880772,Início,Teste drive,,587289b2-f14c-4326-8a2c-dc97ae6a765e,eb44b039-58dc-41f5-94d6-aef1ea93ce92,2025-08-03 02:59:35,2025-08-07 07:08:35,,
26a5ee8c-c786-4ac7-b553-4caac198a2ca,Início,Enviou proposta,,b3fb7c31-92f4-4371-a51d-1bd9a2310e2e,7160e868-f0e3-46d6-b27b-9eb6df0508d4,2025-07-04 06:17:35,2025-07-04 09:33:35,,
bc93b916-e133-49df-bc09-2ff00d08a1a9,Início,Aguardando resposta do cliente,,53f4a99a-3050-486a-bc93-cb79434ebed7,a36e362c-16a8-42db-a18b-de7b99636ae4,2025-06-27 21:11:35,2025-06-27 22:52:35,,
74fa3ba9-838d-4276-b197-bc9a8b1181ed,Início,Enviou proposta,,117c2256-4291-45a1-8fc8-40c62a55a57b,164a108b-8f64-4ab1-a877-67bb33e668cb,2026-01-04 00:06:35,2026-01-11 02:55:35,,
0ac1b2fe-5393-452f-a3ea-5428c6b4cd70,Início,Aguardando resposta do cliente,,f487ff33-a176-4e22-b030-409f5be9ab8b,2f934dfa-6272-4dc9-8734-16bba35fdd1b,2025-12-18 14:59:35,2025-12-18 18:24:35,,
75aa534f-c131-449c-85d6-1877f511cddb,Início,Enviou proposta,,8391c152-25f5-4515-a95b-e18c31f1759a,6172210f-53b6-472b-b03b-9d409d1482db,2025-04-08 19:46:35,2025-04-13 23:38:35,,
53fe5473-5287-42e8-9fba-f172b84a3369,Início,Aguardando pagamento,,e47c6fda-7509-4ac5-a84a-31bd3d8df26d,0014c2fa-38c1-45a2-a65c-34f6c78cf119,2025-09-05 15:28:35,2025-09-20 18:23:35,,
ce932c9f-e44c-4024-8031-56216aaca95c,Início,Aguardando pagamento,,f3d27ceb-20e8-4d7d-82a9-90d4201734c0,92bd0dd3-3fc1-474a-a9a3-edc3943a222e,2025-08-29 21:39:35,2025-09-13 22:12:35,,
6961e35a-efe6-4259-bec1-dd8804a93b79,Início,Aguardando pagamento,,806f4e6a-5a7c-4d8a-97d5-6877a3b3c04e,653ab240-4914-4a1f-b4fc-b8485878ad60,2026-01-22 18:42:35,2026-01-30 19:24:35,,
9e701b9d-8a9d-4989-85f4-820792417f74,Início,Teste drive,,13cde517-8419-4a19-a888-ff0d6e4b2b42,57bc9016-b726-4a3d-ab3e-9d3f631d1d66,2026-01-01 14:34:35,2026-01-12 15:56:35,,
5a50213c-fc6c-47a4-9b4d-e484e7601191,Início,Enviou proposta,,34a95eea-0ca8-4222-97be-482b212956f5,3b96c8d2-c948-4aed-87ed-83d76905c2ef,2025-04-13 18:11:35,2025-04-19 20:01:35,,
bcc7faae-0d37-414c-9758-591aa8e60166,Início,Contato inicial,,550fe341-afb7-4a11-ac26-ee6b876f161e,3c36f9a4-3356-4d2b-aa09-45c4b41eb928,2025-05-08 21:27:35,2025-05-21 21:44:35,,
edbe8381-864e-4ae7-981f-d2713c8259bd,Início,Teste drive,,73783b1a-a3cc-4583-914d-2449d308b259,3188a47f-54c7-4486-82e8-2a47e56ddfe7,2025-05-31 16:50:35,2025-06-11 19:50:35,,
483ce2a3-08e5-4b28-b951-5b2627990358,Início,Contato inicial,,f1106be3-4a67-4fcf-91f6-f47b06daa750,ae8d74c6-ce82-46a7-b916-ac277b4b8f59,2025-07-11 03:38:35,2025-07-25 07:04:35,,
e399895b-16a9-4d14-97ac-12cfee7e3062,Início,Aguardando resposta do cliente,,801076e6-85db-43b8-813a-cff0863f443c,f6b5e07c-0110-4ff2-88fc-b344cb2bdbb6,2025-11-13 05:26:35,2025-11-20 08:30:35,,
762f4b06-36ef-46bd-b8ef-89d0af14583e,Início,Teste drive,,a7fd62ff-1bb7-47c6-8eb8-dcca8f378e11,bf3a6b98-1488-48d9-9dee-929531ca5b5c,2025-10-06 13:52:35,2025-10-13 18:09:35,,
48661164-27a0-4a31-8f93-502c5ff88897,Início,Enviou proposta,,76033cfc-8702-4e80-bdfb-3c43e63f2562,538aeffa-1ac3-4366-bfb9-82e32f8fbe03,2025-07-18 19:33:35,2025-07-20 19:41:35,,
f2575aa6-05a6-4c61-a0e9-a4be8c1b18e6,Início,Aguardando resposta do cliente,,e514d596-7ab0-46eb-b816-95cf519ebaed,8d353917-87d6-44ae-8363-6bc7800d492b,2025-09-15 08:18:35,2025-09-29 12:33:35,,
5d101800-2932-4fce-a979-bfb632cb66a7,Início,Aguardando resposta do cliente,,5317bf2d-6ef2-4280-8b5e-6da73434320e,cb72154c-8871-4124-acae-4c8bf19840cf,2026-02-18 18:30:35,2026-02-25 21:02:35,,
3cb070a3-039b-4a29-9d4f-bb6e6dd3bf71,Início,Contato inicial,,e0c911c4-366e-4090-a726-bd0b433bf6c1,c01b828f-8cee-4cec-bac0-a5d055f98fba,2025-05-18 15:34:35,2025-05-30 18:46:35,,
efb446ac-e5d8-4ef9-8936-75a63e736784,Início,Teste drive,,1bf95152-90d1-4a32-a967-051b301c3f4f,e3a35be3-b0e6-4274-815f-575c968f07e0,2025-08-23 15:57:35,2025-09-04 17:42:35,,
1f048b87-6fde-4f16-bc5f-b557c17587c1,Início,Contato inicial,,cddc04c8-4500-4528-97c9-23198966a962,6c189512-1cb4-41e3-947d-e20faacc0f73,2026-02-06 17:56:35,2026-02-17 21:56:35,,
a90f4df6-3872-418b-a14c-8a63a41d1dcc,Início,Teste drive,,d8c4180c-c820-41b1-bc2b-23845711e3e4,86c20b9f-1879-422a-a934-19aa7929ac7a,2026-01-05 05:55:35,2026-01-09 06:53:35,,
0d30ece1-897b-4c31-8ded-9e5b5f834ab9,Início,Aguardando resposta do cliente,,88a66ff3-7531-4ca9-b705-b6e35ad745ad,d3e68233-cc9c-4951-8ea9-4ad31797a5f2,2025-06-17 03:18:35,2025-06-17 05:34:35,,
160ede7e-18a5-4921-bb4b-2571e5a5c34c,Início,Aguardando pagamento,,ac23d179-ce23-4a20-96a2-2bdd3eb8a20f,f87a4530-05f7-415e-a5c5-25135e63bb02,2026-03-09 03:17:35,2026-03-14 03:49:35,,
9f30b0e2-309f-444e-8d90-d3d5dfc9c71c,Início,Contato inicial,,14d6e000-f5f7-4f60-a19f-5fcf4460c15c,ca104cb2-9c07-4b1a-b85d-313d15e5f911,2025-10-04 22:34:35,2025-10-13 23:25:35,,
89d76a1a-2b2f-4c66-8c76-3577614b0091,Início,Aguardando pagamento,,ef6c16b6-acdf-4455-aed4-ddfe83ca4063,d474865f-a9d0-4899-a8ae-4371a745934e,2026-02-11 05:21:35,2026-02-17 09:49:35,,
510637d4-ad13-4b62-89d0-a7ab3a1b8c4f,Início,Aguardando resposta do cliente,,3d7704d5-c086-4e8e-85dd-ee368b28541b,90d9f657-d975-4ad9-b8dc-c66625b94112,2026-03-05 01:15:35,2026-03-07 02:03:35,,
14060b30-b0da-442e-ae94-537a00a1a527,Início,Aguardando pagamento,,a594a2e2-1e4d-486e-856e-550b263f4dd6,c07b3cdb-d9e8-4df3-8149-74d5641e3051,2025-05-13 21:31:35,2025-05-18 23:18:35,,
a0d56fba-c99e-421b-80a8-5da625c86b0f,Início,Teste drive,,1ee91e01-f96c-4b53-9554-db026defdcc2,45db7af8-7b05-4cb4-acd6-ed360d67ece6,2025-05-11 12:14:35,2025-05-26 14:29:35,,
88c75bca-a732-4f34-a349-2592db3d37c9,Início,Teste drive,,9e5a9ea1-9129-4d47-b81e-3851ad9f5127,90321092-48c5-4736-b89c-80c7fe7e8800,2025-03-31 17:40:35,2025-04-03 19:17:35,,
5bf0da16-c233-4463-949e-a989aff4e3c5,Início,Aguardando pagamento,,59d21c80-a1fc-45f1-b021-a4a2b8c0228b,62d4236d-d258-4a4e-aa82-9e4047b6cfae,2025-04-13 18:49:35,2025-04-16 20:02:35,,
52d1f4d1-6063-498c-90f4-69625fdc31c4,Início,Contato inicial,,f43d66cd-119e-4c33-bfe9-1e64dec7e8f4,ad7bfa2f-871b-4ff6-89ff-c7f5ad9d0d5a,2026-02-17 15:26:35,2026-03-02 17:56:35,,
ba12b9bf-b1d2-40a5-aac0-92c34927a9c9,Início,Enviou proposta,,d55df0cb-4af0-4b51-ad21-d02cc8b72704,e579d527-18f5-4fdd-a770-37d7567292a4,2025-04-30 07:05:35,2025-05-13 11:27:35,,
78466f53-37d0-40e4-b586-8f884d225cac,Início,Contato inicial,,40e1b6c1-48c3-42ec-89e2-49d8842cbe23,4265ce37-211c-40a8-b15b-e1e88bbbafd7,2026-01-26 01:03:35,2026-02-08 02:16:35,,
ff4d535a-faff-47d2-90fd-95d75012200e,Início,Aguardando resposta do cliente,,3a38435c-320a-4715-8e30-27f3490011ce,a3d2adf0-702d-4f55-a249-737d36487419,2026-01-15 08:32:35,2026-01-25 11:42:35,,
650dc1f1-7780-4bde-9cb1-057166e68e1b,Início,Teste drive,,0de01fa2-0db2-4a8e-a683-b6b87b0e6edc,68372678-5bee-4cc6-b955-f3d72d6430ad,2025-09-07 02:47:35,2025-09-14 04:04:35,,
3672c4d6-70d6-46c8-891b-7b141a08e3a9,Início,Teste drive,,71cefcb4-6372-4eb4-a170-bea332d25007,a46d6404-c170-4581-a85a-9b15dbdb1354,2026-01-30 18:29:35,2026-02-14 21:53:35,,
c1cc854b-0a77-4bbe-a81a-d70148c8847a,Início,Teste drive,,4b2e144d-6442-4b85-a431-546447194aae,41f77b9c-a6d0-4961-ad04-1522dbe69af7,2025-08-09 23:22:35,2025-08-19 01:14:35,,
53f6ac25-93e6-4eb6-9b73-11a298d643ea,Início,Enviou proposta,,03c24ef5-bed0-451f-a0b7-29eb95105189,fbbe102f-45ef-4fcd-b01f-5efc20a7192c,2026-03-20 19:43:35,2026-03-28 22:45:35,,
00d5d791-a98e-4973-b624-09451d6ecbe9,Início,Aguardando pagamento,,6a11bebe-0a75-481a-b103-a1c06a6b1a08,431baedc-a6da-4ed9-b16a-bd24b3d207bc,2025-09-23 05:14:35,2025-10-06 05:43:35,,
8ee36437-d825-4da1-8bdd-cef3b25e0868,Início,Contato inicial,,dd4f4d06-bbb2-4078-833e-b94c261f85e7,c5c1d12e-dacd-4574-b1d4-71408bada2cb,2025-08-03 10:26:35,2025-08-07 13:37:35,,
ed3b7105-1af7-43d0-a265-8cfb549d59fd,Início,Teste drive,,41048856-2ce0-4711-9bc1-3f43c0b9a15f,cc60b7b0-ed60-4577-85d3-e7d8bf2b173f,2025-12-28 18:00:35,2025-12-31 20:18:35,,
d6015ba3-caaf-4daf-aecf-afe14b486e86,Início,Teste drive,,bc2dc430-47d4-45e4-b405-ac35fb2613e2,d00fd671-d0a8-4aa7-8f7f-cb76eec8defa,2025-07-04 02:59:35,2025-07-05 07:44:35,,
e5e94b1b-c06e-46b2-89b7-841212de8385,Início,Enviou proposta,,3fa8bf1a-ae64-4047-8a55-0505a7b01b3b,96a17379-f177-4c81-a566-49f7a251ff73,2025-12-27 18:11:35,2026-01-05 20:58:35,,
de3f78a1-5a96-4e46-ab2c-86a6233d976e,Início,Aguardando pagamento,,58cef317-835d-49f1-8dbe-a7268ba2daff,f665f9dd-fba7-4883-a5e2-bb8336c05bcb,2025-08-26 01:14:35,2025-08-26 03:13:35,,
8675657d-5b52-493e-9597-f076ad633f0d,Início,Enviou proposta,,cb67209f-bd43-4909-a2be-98f74a1d20ce,db3a08f4-0526-43de-a199-3f7cd88b47a5,2025-09-27 03:22:35,2025-09-30 07:45:35,,
5a26f36a-2265-48af-9d2e-237090a5e08a,Início,Aguardando resposta do cliente,,0343171f-42f8-409d-961c-fe5563b1c4ae,0f3dcb0a-7c0c-46d8-885c-67d7e573bf62,2025-09-26 22:48:35,2025-10-12 00:56:35,,
bcce9e00-9e99-49b3-85ad-98ac4062f793,Início,Aguardando resposta do cliente,,04722669-553f-4f9a-a463-988100025ddd,da969ad5-0480-44a8-a13d-ef2efff028fc,2026-02-10 16:35:35,2026-02-11 20:34:35,,
26b267ef-dd42-4e9f-b1e8-f38267a97d0c,Início,Enviou proposta,,6abfa288-3dd6-4619-ae3b-acbb2a96621e,706dd660-d8fb-4025-be95-e2d9e97076db,2025-08-23 17:30:35,2025-09-04 20:08:35,,
a108a1a7-4f0c-4377-8221-ef0d2fa5861e,Início,Teste drive,,405a4ff7-28f4-47c7-b8dd-6886e08cfad9,547ba177-2b85-4306-850f-cb6074eaa9e6,2025-11-04 12:59:35,2025-11-10 16:29:35,,
e9eaade4-7b27-47ba-9b77-9c6ed3e7d290,Início,Contato inicial,,e297a787-5ec8-4689-8cf6-1b8f16413888,7adf56d1-6cee-429a-81d7-daf33d141c1a,2025-09-04 02:31:35,2025-09-11 05:45:35,,
34f45a9b-095b-4022-8f0c-778f5e450f34,Início,Aguardando resposta do cliente,,350c8e90-9b3a-45b9-844e-55dae56b70b9,61cbe117-c5a4-46f6-9598-1a54c0350708,2025-10-02 07:53:35,2025-10-06 12:42:35,,
063ab2c1-eb20-4a19-9225-2dd8f9e1e743,Início,Contato inicial,,532ea644-2c84-47a9-90e9-4a925dd3839e,23f62c97-4124-424a-9edd-fc05dde93a4c,2025-04-21 20:20:35,2025-04-29 22:27:35,,
0cc885af-95a9-4b08-ab81-6f2561fb260a,Início,Contato inicial,,ad0f6871-f9ac-4b6f-a400-6acd3e727a60,6e6e2123-e2ea-4af7-9ace-b7fd2df4bf3c,2025-04-27 01:11:35,2025-05-07 01:22:35,,
e82d5383-2607-4228-a772-3fe8c802fd2f,Início,Aguardando pagamento,,186c8b6f-433e-4e18-9ab5-9b716040b6b2,0167654d-4658-4924-84e9-78930894e58e,2025-09-08 15:15:35,2025-09-20 16:40:35,,
e006dab9-7ae1-4f49-9744-db877e735acf,Início,Contato inicial,,0d78829c-de50-490e-a167-58f1af51f859,c725c745-12be-424c-b9c7-827c846ce023,2025-03-28 17:40:35,2025-04-11 19:21:35,,
2fd5e377-2637-4c92-bb6c-ddc1f8a5c0d9,Início,Aguardando pagamento,,537107ae-4bd0-4c34-ba46-9f4aae09621b,82450ed1-0bde-4953-b392-60c4e55890ac,2025-12-31 18:51:35,2026-01-14 19:56:35,,
8d98a211-694a-46c8-a45c-644ac1cec2b4,Início,Teste drive,,6663f3a0-3d8c-48ed-b521-26cc2a0cf829,656a4e16-95ed-43bc-96fa-5f0c6c61c2dc,2025-10-30 00:38:35,2025-11-07 02:24:35,,
7ef14db0-a277-40bf-850a-0d62307fc60f,Início,Contato inicial,,39eb4f96-1bb3-4d5e-bd93-5acfd09e6b2c,fb53690b-b4db-4a43-8eab-effd20d9ee43,2025-10-03 06:53:35,2025-10-12 11:02:35,,
937f52a5-be77-4279-90fa-7c4036c55593,Início,Enviou proposta,,88d092b9-e46d-47d5-8888-8d66024bff3a,06506593-d3a6-4a48-bf9d-5079bd0f998d,2025-10-13 18:37:35,2025-10-22 20:29:35,,
10fe83ff-d958-4da5-b493-2a625d9bc339,Início,Aguardando resposta do cliente,,e571d137-1fd7-49ca-8ecb-525614d37d79,29579cd8-15c7-4ef6-9185-dc9e79210ab3,2026-02-14 03:02:35,2026-02-24 06:48:35,,
7683a08d-a823-40d2-996e-5e7375449c1c,Início,Aguardando pagamento,,2b83edd5-7b75-4ca1-8f83-ae87d7f91c1d,91015570-73aa-4295-8376-d559c5a7284d,2025-09-29 20:35:35,2025-10-10 00:30:35,,
b723a077-059f-43e0-88c3-70178a8e3c91,Início,Aguardando resposta do cliente,,fdf81ce7-8da8-4b64-983c-d2d9e8013e9d,04994420-5ec4-4342-a7b7-74373c9e0698,2026-02-28 04:12:35,2026-03-02 07:42:35,,
e5f2d377-1936-4ea9-8c73-01c46316be63,Início,Contato inicial,,7c04f7a5-fef8-4c7c-9b9f-079a16885561,680cf3d1-3e4b-46ee-a199-72ef4bc7a580,2025-06-29 21:17:35,2025-07-04 01:37:35,,
2e68116b-7279-4268-8432-f40cb70b6cab,Início,Enviou proposta,,aa0b4689-3d42-414b-b059-982de96a2041,79d32320-0985-458e-a075-e8c30dc3d8cc,2025-08-10 19:45:35,2025-08-12 20:40:35,,
